subject,stimulus,quantity,value,kind
S02,BOR,eye closure,0.179224579371,physiology
S02,CLC,eye closure,0.189617083947,physiology
S02,INT,eye closure,0.0524924471299,physiology
S02,BOR,pupil dilation,3.4959007483,physiology
S02,CLC,pupil dilation,3.62450116223,physiology
S02,INT,pupil dilation,3.59970275916,physiology
S02,BOR,cognitive load,0.421736980959,physiology
S02,CLC,cognitive load,0.499066908689,physiology
S02,INT,cognitive load,0.471481480363,physiology
S02,BOR,HR,68.307973665,physiology
S02,CLC,HR,70.0651693667,physiology
S02,INT,HR,67.5026435045,physiology
S02,BOR,gaze deviation variance,0.00953065061937,physiology
S02,CLC,gaze deviation variance,0.0103347069616,physiology
S02,INT,gaze deviation variance,0.0108497077248,physiology
S02,BOR,gaze deviation (per-file baseline),0.185243758329,physiology
S02,CLC,gaze deviation (per-file baseline),0.167077826177,physiology
S02,INT,gaze deviation (per-file baseline),0.165512084151,physiology
S02,BOR,boredom,9,self-report
S02,CLC,boredom,8,self-report
S02,INT,boredom,3,self-report
S02,BOR,engagement,2,self-report
S02,CLC,engagement,3,self-report
S02,INT,engagement,6,self-report
S02,BOR,felt duration (min),20,self-report
S02,CLC,felt duration (min),30,self-report
S02,INT,felt duration (min),30,self-report
