subject,stimulus,quantity,value,kind
S02,BOR,eye closure,0.507949505065,within-subject z
S02,BOR,pupil dilation,-1.13547088791,within-subject z
S02,BOR,cognitive load,-1.08082579131,within-subject z
S02,BOR,HR,-0.242131706223,within-subject z
S02,BOR,gaze deviation variance,-1.06455955005,within-subject z
S02,BOR,gaze deviation (per-file baseline),1.15175534759,within-subject z
S02,CLC,eye closure,0.644073394967,within-subject z
S02,CLC,pupil dilation,0.749475359841,within-subject z
S02,CLC,cognitive load,0.892352814715,within-subject z
S02,CLC,HR,1.09883329869,within-subject z
S02,CLC,gaze deviation variance,0.14493661541,within-subject z
S02,CLC,gaze deviation (per-file baseline),-0.504500405179,within-subject z
S02,INT,eye closure,-1.15202290003,within-subject z
S02,INT,pupil dilation,0.385995528073,within-subject z
S02,INT,cognitive load,0.188472976596,within-subject z
S02,INT,HR,-0.856701592466,within-subject z
S02,INT,gaze deviation variance,0.919622934639,within-subject z
S02,INT,gaze deviation (per-file baseline),-0.64725494241,within-subject z
S02,BOR,boredom,9,self-report
S02,BOR,engagement,2,self-report
S02,BOR,sleep-fight,7,self-report
S02,BOR,fatigue before,6,self-report
S02,BOR,fatigue after,7,self-report
S02,CLC,boredom,8,self-report
S02,CLC,engagement,3,self-report
S02,CLC,sleep-fight,5,self-report
S02,CLC,fatigue before,4,self-report
S02,CLC,fatigue after,6,self-report
S02,INT,boredom,3,self-report
S02,INT,engagement,6,self-report
S02,INT,sleep-fight,1,self-report
S02,INT,fatigue before,4,self-report
S02,INT,fatigue after,4,self-report
