subject,stimulus,quantity,value,kind
S07,BOR,eye closure,0.466206896552,physiology
S07,CLC,eye closure,0.105805958747,physiology
S07,INT,eye closure,0.21435968243,physiology
S07,BOR,pupil dilation,3.57928615005,physiology
S07,CLC,pupil dilation,3.76035407177,physiology
S07,INT,pupil dilation,2.65056949185,physiology
S07,BOR,cognitive load,0.405013551034,physiology
S07,CLC,cognitive load,0.520281032086,physiology
S07,INT,cognitive load,0.558986412841,physiology
S07,BOR,HR,93.2565517241,physiology
S07,CLC,HR,92.0985485103,physiology
S07,INT,HR,90.7877114256,physiology
S07,BOR,gaze deviation variance,0.0105209882133,physiology
S07,CLC,gaze deviation variance,0.00660259662524,physiology
S07,INT,gaze deviation variance,0.00839077065573,physiology
S07,BOR,gaze deviation (per-file baseline),0.184352922407,physiology
S07,CLC,gaze deviation (per-file baseline),0.114521457908,physiology
S07,INT,gaze deviation (per-file baseline),0.173756943472,physiology
S07,BOR,boredom,9,self-report
S07,CLC,boredom,6,self-report
S07,INT,boredom,7,self-report
S07,BOR,engagement,2,self-report
S07,CLC,engagement,7,self-report
S07,INT,engagement,6,self-report
S07,BOR,felt duration (min),30,self-report
S07,CLC,felt duration (min),20,self-report
S07,INT,felt duration (min),11,self-report
