subject,stimulus,quantity,value,kind
R2-04,BOR,eye closure,0.0778134122775,physiology
R2-04,CLC,eye closure,0.0546664789437,physiology
R2-04,INT,eye closure,0.0709057676686,physiology
R2-04,BOR,pupil dilation,3.76285584392,physiology
R2-04,CLC,pupil dilation,3.8464644152,physiology
R2-04,INT,pupil dilation,3.97181227853,physiology
R2-04,BOR,cognitive load,0.472906090452,physiology
R2-04,CLC,cognitive load,0.475527961596,physiology
R2-04,INT,cognitive load,0.516065824338,physiology
R2-04,BOR,HR,72.9950248756,physiology
R2-04,CLC,HR,72.980952381,physiology
R2-04,INT,HR,75.7087378641,physiology
R2-04,BOR,gaze deviation variance,0.00978690997551,physiology
R2-04,CLC,gaze deviation variance,0.01119717632,physiology
R2-04,INT,gaze deviation variance,0.00920790011099,physiology
R2-04,BOR,gaze deviation (per-file baseline),0.121732598556,physiology
R2-04,CLC,gaze deviation (per-file baseline),0.109740020412,physiology
R2-04,INT,gaze deviation (per-file baseline),0.104645255044,physiology
R2-04,BOR,head motion (gyro),,physiology
R2-04,CLC,head motion (gyro),,physiology
R2-04,INT,head motion (gyro),,physiology
R2-04,BOR,boredom,7,self-report
R2-04,CLC,boredom,2,self-report
R2-04,INT,boredom,3,self-report
R2-04,BOR,engagement,1,self-report
R2-04,CLC,engagement,3,self-report
R2-04,INT,engagement,7,self-report
R2-04,BOR,felt duration (min),20,self-report
R2-04,CLC,felt duration (min),15,self-report
R2-04,INT,felt duration (min),15,self-report
