round,row,col,spearman,subject,stimulus,validity_proxy,continuous_openness,pearson_r
1,eye closure,eye closure,1,,,,,
1,eye closure,pupil dilation,0.185217391304,,,,,
1,eye closure,cognitive load,-0.326086956522,,,,,
1,eye closure,HR,-0.182608695652,,,,,
1,eye closure,gaze deviation variance,-0.244347826087,,,,,
1,eye closure,gaze deviation (per-file baseline),-0.112173913043,,,,,
1,pupil dilation,eye closure,0.185217391304,,,,,
1,pupil dilation,pupil dilation,1,,,,,
1,pupil dilation,cognitive load,-0.453913043478,,,,,
1,pupil dilation,HR,-0.044347826087,,,,,
1,pupil dilation,gaze deviation variance,-0.0417391304348,,,,,
1,pupil dilation,gaze deviation (per-file baseline),-0.319130434783,,,,,
1,cognitive load,eye closure,-0.326086956522,,,,,
1,cognitive load,pupil dilation,-0.453913043478,,,,,
1,cognitive load,cognitive load,1,,,,,
1,cognitive load,HR,0.0730434782609,,,,,
1,cognitive load,gaze deviation variance,0.132173913043,,,,,
1,cognitive load,gaze deviation (per-file baseline),0.253913043478,,,,,
1,HR,eye closure,-0.182608695652,,,,,
1,HR,pupil dilation,-0.044347826087,,,,,
1,HR,cognitive load,0.0730434782609,,,,,
1,HR,HR,1,,,,,
1,HR,gaze deviation variance,0.281739130435,,,,,
1,HR,gaze deviation (per-file baseline),0.470434782609,,,,,
1,gaze deviation variance,eye closure,-0.244347826087,,,,,
1,gaze deviation variance,pupil dilation,-0.0417391304348,,,,,
1,gaze deviation variance,cognitive load,0.132173913043,,,,,
1,gaze deviation variance,HR,0.281739130435,,,,,
1,gaze deviation variance,gaze deviation variance,1,,,,,
1,gaze deviation variance,gaze deviation (per-file baseline),0.559130434783,,,,,
1,gaze deviation (per-file baseline),eye closure,-0.112173913043,,,,,
1,gaze deviation (per-file baseline),pupil dilation,-0.319130434783,,,,,
1,gaze deviation (per-file baseline),cognitive load,0.253913043478,,,,,
1,gaze deviation (per-file baseline),HR,0.470434782609,,,,,
1,gaze deviation (per-file baseline),gaze deviation variance,0.559130434783,,,,,
1,gaze deviation (per-file baseline),gaze deviation (per-file baseline),1,,,,,
2,eye closure,eye closure,1,,,,,
2,eye closure,pupil dilation,-0.104895104895,,,,,
2,eye closure,cognitive load,0.0979020979021,,,,,
2,eye closure,HR,0.393939393939,,,,,
2,eye closure,gaze deviation variance,0.0979020979021,,,,,
2,eye closure,gaze deviation (per-file baseline),0.216783216783,,,,,
2,pupil dilation,eye closure,-0.104895104895,,,,,
2,pupil dilation,pupil dilation,1,,,,,
2,pupil dilation,cognitive load,-0.244755244755,,,,,
2,pupil dilation,HR,0.478787878788,,,,,
2,pupil dilation,gaze deviation variance,-0.559440559441,,,,,
2,pupil dilation,gaze deviation (per-file baseline),-0.727272727273,,,,,
2,cognitive load,eye closure,0.0979020979021,,,,,
2,cognitive load,pupil dilation,-0.244755244755,,,,,
2,cognitive load,cognitive load,1,,,,,
2,cognitive load,HR,0.381818181818,,,,,
2,cognitive load,gaze deviation variance,-0.20979020979,,,,,
2,cognitive load,gaze deviation (per-file baseline),-0.0979020979021,,,,,
2,HR,eye closure,0.393939393939,,,,,
2,HR,pupil dilation,0.478787878788,,,,,
2,HR,cognitive load,0.381818181818,,,,,
2,HR,HR,1,,,,,
2,HR,gaze deviation variance,-0.866666666667,,,,,
2,HR,gaze deviation (per-file baseline),-0.684848484848,,,,,
2,gaze deviation variance,eye closure,0.0979020979021,,,,,
2,gaze deviation variance,pupil dilation,-0.559440559441,,,,,
2,gaze deviation variance,cognitive load,-0.20979020979,,,,,
2,gaze deviation variance,HR,-0.866666666667,,,,,
2,gaze deviation variance,gaze deviation variance,1,,,,,
2,gaze deviation variance,gaze deviation (per-file baseline),0.643356643357,,,,,
2,gaze deviation (per-file baseline),eye closure,0.216783216783,,,,,
2,gaze deviation (per-file baseline),pupil dilation,-0.727272727273,,,,,
2,gaze deviation (per-file baseline),cognitive load,-0.0979020979021,,,,,
2,gaze deviation (per-file baseline),HR,-0.684848484848,,,,,
2,gaze deviation (per-file baseline),gaze deviation variance,0.643356643357,,,,,
2,gaze deviation (per-file baseline),gaze deviation (per-file baseline),1,,,,,
2,validity proxy,continuous openness,,R2-01,BOR,0.800479421444,0.81580871897,0.998149949689
2,validity proxy,continuous openness,,R2-01,CLC,0.970544800148,0.969241508429,0.998149949689
2,validity proxy,continuous openness,,R2-01,INT,0.91884348095,0.916772455772,0.998149949689
2,validity proxy,continuous openness,,R2-02,BOR,0.739297129824,0.753374152885,0.998149949689
2,validity proxy,continuous openness,,R2-02,CLC,0.966776840666,0.963610016608,0.998149949689
2,validity proxy,continuous openness,,R2-02,INT,0.978796347447,0.976728788223,0.998149949689
2,validity proxy,continuous openness,,R2-03,BOR,0.890069706319,0.883429648856,0.998149949689
2,validity proxy,continuous openness,,R2-03,CLC,0.939990439566,0.93600573626,0.998149949689
2,validity proxy,continuous openness,,R2-03,INT,0.954918032787,0.945416178767,0.998149949689
2,validity proxy,continuous openness,,R2-04,BOR,0.922116689281,0.922186587723,0.998149949689
2,validity proxy,continuous openness,,R2-04,CLC,0.946444215005,0.945333521056,0.998149949689
2,validity proxy,continuous openness,,R2-04,INT,0.93177904143,0.929094232331,0.998149949689
