subject,stimulus,quantity,value,kind
S05,BOR,eye openness,0.212,physiology
S05,CLC,eye openness,0.865,physiology
S05,INT,eye openness,0.852,physiology
S05,BOR,pupil dilation,3.21932954417,physiology
S05,CLC,pupil dilation,3.22895257973,physiology
S05,INT,pupil dilation,3.32115745159,physiology
S05,BOR,cognitive load,0.664864258541,physiology
S05,CLC,cognitive load,0.54134924614,physiology
S05,INT,cognitive load,0.565651082821,physiology
S05,BOR,HR,57.7666523421,physiology
S05,CLC,HR,63.324828263,physiology
S05,INT,HR,58.6818181818,physiology
S05,BOR,gaze deviation variance,0.00858120563743,physiology
S05,CLC,gaze deviation variance,0.0109696424805,physiology
S05,INT,gaze deviation variance,0.00676518165407,physiology
S05,BOR,gaze deviation median,0.173011560307,physiology
S05,CLC,gaze deviation median,0.135235900815,physiology
S05,INT,gaze deviation median,0.13506015885,physiology
S05,BOR,boredom,9,self-report
S05,CLC,boredom,6,self-report
S05,INT,boredom,5,self-report
S05,BOR,engagement,2,self-report
S05,CLC,engagement,5,self-report
S05,INT,engagement,4,self-report
S05,BOR,felt duration (min),5,self-report
S05,CLC,felt duration (min),17,self-report
S05,INT,felt duration (min),20,self-report
