anchor_stimulus,channel,subject,round,stimulus,value,poolable
CLC,eye openness,S01,1,BOR,0.904,True
CLC,eye openness,S01,1,CLC,0.954,True
CLC,eye openness,S01,1,INT,0.926,True
CLC,eye openness,S02,1,BOR,0.805,True
CLC,eye openness,S02,1,CLC,0.796,True
CLC,eye openness,S02,1,INT,0.937,True
CLC,eye openness,S03,1,BOR,0.823,True
CLC,eye openness,S03,1,CLC,0.937,True
CLC,eye openness,S03,1,INT,0.867,True
CLC,eye openness,S04,1,BOR,0.916,True
CLC,eye openness,S04,1,CLC,0.951,True
CLC,eye openness,S04,1,INT,0.948,True
CLC,eye openness,S05,1,BOR,0.212,True
CLC,eye openness,S05,1,CLC,0.865,True
CLC,eye openness,S05,1,INT,0.852,True
CLC,eye openness,S06,1,BOR,0.83,True
CLC,eye openness,S06,1,CLC,0.914,True
CLC,eye openness,S06,1,INT,0.89,True
CLC,eye openness,S07,1,BOR,0.562,True
CLC,eye openness,S07,1,CLC,0.931,True
CLC,eye openness,S07,1,INT,0.791,True
CLC,eye openness,S08,1,BOR,0.421,True
CLC,eye openness,S08,1,CLC,0.882,True
CLC,eye openness,S08,1,INT,0.889,True
CLC,eye openness,R2-01,2,BOR,0.81580871897,True
CLC,eye openness,R2-01,2,CLC,0.969241508429,True
CLC,eye openness,R2-01,2,INT,0.916772455772,True
CLC,eye openness,R2-02,2,BOR,0.753374152885,True
CLC,eye openness,R2-02,2,CLC,0.963610016608,True
CLC,eye openness,R2-02,2,INT,0.976728788223,True
CLC,eye openness,R2-03,2,BOR,0.883429648856,True
CLC,eye openness,R2-03,2,CLC,0.93600573626,True
CLC,eye openness,R2-03,2,INT,0.945416178767,True
CLC,eye openness,R2-04,2,BOR,0.922186587723,True
CLC,eye openness,R2-04,2,CLC,0.945333521056,True
CLC,eye openness,R2-04,2,INT,0.929094232331,True
CLC,pupil dilation,S01,1,BOR,2.96459598529,True
CLC,pupil dilation,S01,1,CLC,3.21186217079,True
CLC,pupil dilation,S01,1,INT,2.88737145557,True
CLC,pupil dilation,S02,1,BOR,3.4959007483,True
CLC,pupil dilation,S02,1,CLC,3.62450116223,True
CLC,pupil dilation,S02,1,INT,3.59970275916,True
CLC,pupil dilation,S03,1,BOR,3.06636286403,True
CLC,pupil dilation,S03,1,CLC,3.0981248372,True
CLC,pupil dilation,S03,1,INT,3.56273225743,True
CLC,pupil dilation,S04,1,BOR,2.91097288492,True
CLC,pupil dilation,S04,1,CLC,3.34825748441,True
CLC,pupil dilation,S04,1,INT,3.13173740749,True
CLC,pupil dilation,S05,1,BOR,3.21932954417,True
CLC,pupil dilation,S05,1,CLC,3.22895257973,True
CLC,pupil dilation,S05,1,INT,3.32115745159,True
CLC,pupil dilation,S06,1,BOR,3.24475014203,True
CLC,pupil dilation,S06,1,CLC,3.42582329341,True
CLC,pupil dilation,S06,1,INT,3.57030055319,True
CLC,pupil dilation,S07,1,BOR,3.57928615005,True
CLC,pupil dilation,S07,1,CLC,3.76035407177,True
CLC,pupil dilation,S07,1,INT,2.65056949185,True
CLC,pupil dilation,S08,1,BOR,3.60642993124,True
CLC,pupil dilation,S08,1,CLC,3.96997314774,True
CLC,pupil dilation,S08,1,INT,3.9934400817,True
CLC,pupil dilation,R2-01,2,BOR,2.80556689778,True
CLC,pupil dilation,R2-01,2,CLC,2.77079157441,True
CLC,pupil dilation,R2-01,2,INT,3.00021935141,True
CLC,pupil dilation,R2-02,2,BOR,3.39493061309,True
CLC,pupil dilation,R2-02,2,CLC,3.99520543423,True
CLC,pupil dilation,R2-02,2,INT,3.28907929326,True
CLC,pupil dilation,R2-03,2,BOR,3.8459363748,True
CLC,pupil dilation,R2-03,2,CLC,3.83660966004,True
CLC,pupil dilation,R2-03,2,INT,3.78842175162,True
CLC,pupil dilation,R2-04,2,BOR,3.76285584392,True
CLC,pupil dilation,R2-04,2,CLC,3.8464644152,True
CLC,pupil dilation,R2-04,2,INT,3.97181227853,True
CLC,cognitive load,S01,1,BOR,0.571258327824,True
CLC,cognitive load,S01,1,CLC,0.599619768242,True
CLC,cognitive load,S01,1,INT,0.506990623727,True
CLC,cognitive load,S02,1,BOR,0.421736980959,True
CLC,cognitive load,S02,1,CLC,0.499066908689,True
CLC,cognitive load,S02,1,INT,0.471481480363,True
CLC,cognitive load,S03,1,BOR,0.520318721513,True
CLC,cognitive load,S03,1,CLC,0.565019569288,True
CLC,cognitive load,S03,1,INT,0.485450672203,True
CLC,cognitive load,S04,1,BOR,0.595359283461,True
CLC,cognitive load,S04,1,CLC,0.637413720756,True
CLC,cognitive load,S04,1,INT,0.547491934692,True
CLC,cognitive load,S05,1,BOR,0.664864258541,True
CLC,cognitive load,S05,1,CLC,0.54134924614,True
CLC,cognitive load,S05,1,INT,0.565651082821,True
CLC,cognitive load,S06,1,BOR,0.595438342235,True
CLC,cognitive load,S06,1,CLC,0.541018064035,True
CLC,cognitive load,S06,1,INT,0.601210553445,True
CLC,cognitive load,S07,1,BOR,0.405013551034,True
CLC,cognitive load,S07,1,CLC,0.520281032086,True
CLC,cognitive load,S07,1,INT,0.558986412841,True
CLC,cognitive load,S08,1,BOR,0.337761007802,True
CLC,cognitive load,S08,1,CLC,0.529423076605,True
CLC,cognitive load,S08,1,INT,0.522547153543,True
CLC,cognitive load,R2-01,2,BOR,0.529869192779,True
CLC,cognitive load,R2-01,2,CLC,0.520130985556,True
CLC,cognitive load,R2-01,2,INT,0.538119586179,True
CLC,cognitive load,R2-02,2,BOR,0.468603471289,True
CLC,cognitive load,R2-02,2,CLC,0.464723247439,True
CLC,cognitive load,R2-02,2,INT,0.520758557317,True
CLC,cognitive load,R2-03,2,BOR,0.547926283707,True
CLC,cognitive load,R2-03,2,CLC,0.53737282493,True
CLC,cognitive load,R2-03,2,INT,0.541608051574,True
CLC,cognitive load,R2-04,2,BOR,0.472906090452,True
CLC,cognitive load,R2-04,2,CLC,0.475527961596,True
CLC,cognitive load,R2-04,2,INT,0.516065824338,True
CLC,HR,S01,1,BOR,79.4072543618,True
CLC,HR,S01,1,CLC,77.1009637448,True
CLC,HR,S01,1,INT,76.2474541752,True
CLC,HR,S02,1,BOR,68.307973665,True
CLC,HR,S02,1,CLC,70.0651693667,True
CLC,HR,S02,1,INT,67.5026435045,True
CLC,HR,S03,1,BOR,86.390070922,True
CLC,HR,S03,1,CLC,87.9583853516,True
CLC,HR,S03,1,INT,95.8778700537,True
CLC,HR,S04,1,BOR,98.4739183178,True
CLC,HR,S04,1,CLC,95.9960614415,True
CLC,HR,S04,1,INT,94.3189882975,True
CLC,HR,S05,1,BOR,57.7666523421,True
CLC,HR,S05,1,CLC,63.324828263,True
CLC,HR,S05,1,INT,58.6818181818,True
CLC,HR,S06,1,BOR,92.2900575185,True
CLC,HR,S06,1,CLC,89.5385964912,True
CLC,HR,S06,1,INT,89.9792402827,True
CLC,HR,S07,1,BOR,93.2565517241,True
CLC,HR,S07,1,CLC,92.0985485103,True
CLC,HR,S07,1,INT,90.7877114256,True
CLC,HR,S08,1,BOR,89.3710446467,True
CLC,HR,S08,1,CLC,84.9964157706,True
CLC,HR,S08,1,INT,81.75696767,True
CLC,HR,R2-01,2,BOR,,True
CLC,HR,R2-01,2,CLC,58.7171717172,True
CLC,HR,R2-01,2,INT,64.5813953488,True
CLC,HR,R2-02,2,BOR,,True
CLC,HR,R2-02,2,CLC,69.427184466,True
CLC,HR,R2-02,2,INT,67.4126213592,True
CLC,HR,R2-03,2,BOR,79.1625615764,True
CLC,HR,R2-03,2,CLC,76.8638297872,True
CLC,HR,R2-03,2,INT,88.645631068,True
CLC,HR,R2-04,2,BOR,72.9950248756,True
CLC,HR,R2-04,2,CLC,72.980952381,True
CLC,HR,R2-04,2,INT,75.7087378641,True
CLC,gaze deviation variance,S01,1,BOR,0.0107842078986,False
CLC,gaze deviation variance,S01,1,CLC,0.00739283780075,False
CLC,gaze deviation variance,S01,1,INT,0.00858282465875,False
CLC,gaze deviation variance,S02,1,BOR,0.00953065061937,False
CLC,gaze deviation variance,S02,1,CLC,0.0103347069616,False
CLC,gaze deviation variance,S02,1,INT,0.0108497077248,False
CLC,gaze deviation variance,S03,1,BOR,0.0094745823527,False
CLC,gaze deviation variance,S03,1,CLC,0.00855660471424,False
CLC,gaze deviation variance,S03,1,INT,0.00889440595004,False
CLC,gaze deviation variance,S04,1,BOR,0.0169382654317,False
CLC,gaze deviation variance,S04,1,CLC,0.0101382823608,False
CLC,gaze deviation variance,S04,1,INT,0.0151795033656,False
CLC,gaze deviation variance,S05,1,BOR,0.00858120563743,False
CLC,gaze deviation variance,S05,1,CLC,0.0109696424805,False
CLC,gaze deviation variance,S05,1,INT,0.00676518165407,False
CLC,gaze deviation variance,S06,1,BOR,0.0156226650676,False
CLC,gaze deviation variance,S06,1,CLC,0.0117929731567,False
CLC,gaze deviation variance,S06,1,INT,0.011567636128,False
CLC,gaze deviation variance,S07,1,BOR,0.0105209882133,False
CLC,gaze deviation variance,S07,1,CLC,0.00660259662524,False
CLC,gaze deviation variance,S07,1,INT,0.00839077065573,False
CLC,gaze deviation variance,S08,1,BOR,0.0078297281665,False
CLC,gaze deviation variance,S08,1,CLC,0.00882457296854,False
CLC,gaze deviation variance,S08,1,INT,0.0107800887979,False
CLC,gaze deviation variance,R2-01,2,BOR,0.0121623966918,False
CLC,gaze deviation variance,R2-01,2,CLC,0.0111627791078,False
CLC,gaze deviation variance,R2-01,2,INT,0.0131021583015,False
CLC,gaze deviation variance,R2-02,2,BOR,0.0112881767617,False
CLC,gaze deviation variance,R2-02,2,CLC,0.00982845547486,False
CLC,gaze deviation variance,R2-02,2,INT,0.0123488776212,False
