source,relation,target,locus,note
bor-sec-53,treats-construct,CONSTRUCT:monotony / meaninglessness,p.240,"'boredom and aversion' and 'being routine' named directly as the classical enemies of love that Heidegger's messianic/kairological concept structurally excludes (FAITHFUL-Tömmel)"
bor-sec-53,treats-construct,CONSTRUCT:temporality of boredom (time-drag),p.235-240,"P/anticipatory-application: love's kairotic, eternity-deferring temporality (Augenblick vs. chronos) functions as boredom's structural photographic negative; not a claim Tömmel herself makes"
Intro,defines,DEBATE-AXIS:can one still study Heidegger after the Black Notebooks?,p.227-228,"frames the chapter's own justification for studying an antisemitic thinker; two reasons given: influence, and possible non-taint of early thought"
Intro,concedes,CLAIM:Heidegger's antisemitism is morally condemnable and shows incapacity for proper judgement,p.227,"Tömmel's own concession before proceeding with the chapter (citing Trawny 2015)"
§1,contests,READING/CLAIM:love as 'systematically excluded' from Heidegger's fundamental ontology,p.229,"Pattison 2006 cited as source of the consensus view Tömmel sets out to overturn"
§1,cites,INTERLOCUTOR:George Pattison,p.229,"source of the exclusion-consensus claim"
§1,cites,INTERLOCUTOR:Jacques Derrida,p.229,"one of two prior challengers to the exclusion-consensus (Of Spirit, 1989)"
§1,cites,INTERLOCUTOR:Giorgio Agamben,p.229,"other prior challenger; also source of the Scheler-influence identification developed in §2"
§1,defines,THEME:epistemic function of love,p.229,"first of the chapter's two treated aspects: love and cognition"
§1,defines,THEME:existential function of love,p.229,"second of the chapter's two treated aspects: love and Eigentlichkeit"
§1,defines,THEME:interpersonal/social dimension of love (bracketed third aspect),p.229-230,"volo ut sis / Sein-lassen definitions noted but explicitly excluded from this chapter's scope; referred to Tömmel 2013"
§2,defines,TERM:Hingabe (devotion/self-abandonment),p.231,"medieval mode of thinking Heidegger models his early phenomenology on"
§2,defines,THEORY-MODEL:Scheler's love-as-uniting-source-of-consciousness,p.231,"cites Scheler 1963 'Liebe und Erkenntnis' (1916); Agamben first identified as Heidegger's source"
§2,cites,INTERLOCUTOR:Max Scheler,p.231,"'Liebe und Erkenntnis' (1916); decisive influence on Heidegger's love-cognition link"
§2,cites,INTERLOCUTOR:Blaise Pascal,p.233,"BT footnote (SZ 139n1) quoting Pascal on loving divine things before knowing them"
§2,defines,TERM:Motivgrund / Vollzugssinn,p.231-232,"love as motivational foundation of phenomenological understanding, in its enactmental sense"
§2,defines,TERM:Gelassenheit / Seinlassen,p.232,"letting-be; the condition of thinking derived, per Tömmel, from the true erotic/philosophical attitude of self-releasement, already in 1916"
§2,instances-in-text,TERM:Befindlichkeit (state-of-mind/attunement),p.232-233,"BT's disclosive theory of mood, into which the early love-epistemology feeds as prologue"
§2,extends,READING/CLAIM:mood generally (and love specifically) enables cognition,p.232-233,"'can be followed throughout Heidegger's work like a red thread' (FE)"
§2,instances-in-text,CLAIM:BT footnote linking love and truth via Pascal and Augustine (C7),p.233,"SZ 139n1; confines the love-truth link to the published, not only the private, corpus"
§3,defines,THEME:love as alternative path to Eigentlichkeit,p.233,"chapter's second major section topic"
§3,contests,DEBATE-AXIS:does BT's methodological solipsism allow authentic sociality?,p.233-234,"Großmann's doubt vs. Tömmel's answer via the 1925 wedding speech and the letters"
