subject,stimulus,quantity,value,kind
S04,BOR,eye closure,0.081682167408,physiology
S04,CLC,eye closure,0.0484442693974,physiology
S04,INT,eye closure,0.0498301245753,physiology
S04,BOR,pupil dilation,2.91097288492,physiology
S04,CLC,pupil dilation,3.34825748441,physiology
S04,INT,pupil dilation,3.13173740749,physiology
S04,BOR,cognitive load,0.595359283461,physiology
S04,CLC,cognitive load,0.637413720756,physiology
S04,INT,cognitive load,0.547491934692,physiology
S04,BOR,HR,98.4739183178,physiology
S04,CLC,HR,95.9960614415,physiology
S04,INT,HR,94.3189882975,physiology
S04,BOR,gaze deviation variance,0.0169382654317,physiology
S04,CLC,gaze deviation variance,0.0101382823608,physiology
S04,INT,gaze deviation variance,0.0151795033656,physiology
S04,BOR,gaze deviation (per-file baseline),0.205063405581,physiology
S04,CLC,gaze deviation (per-file baseline),0.280688439377,physiology
S04,INT,gaze deviation (per-file baseline),0.196053564109,physiology
S04,BOR,boredom,1,self-report
S04,CLC,boredom,9,self-report
S04,INT,boredom,3,self-report
S04,BOR,engagement,7,self-report
S04,CLC,engagement,1,self-report
S04,INT,engagement,7,self-report
S04,BOR,felt duration (min),8,self-report
S04,CLC,felt duration (min),30,self-report
S04,INT,felt duration (min),20,self-report
