subject,stimulus,quantity,value,kind
S04,BOR,eye closure,1.15391615953,within-subject z
S04,BOR,pupil dilation,-1.00321970361,within-subject z
S04,BOR,cognitive load,0.0430660718114,within-subject z
S04,BOR,HR,1.05771562301,within-subject z
S04,BOR,gaze deviation variance,0.808291115016,within-subject z
S04,BOR,gaze deviation (per-file baseline),-0.47771452396,within-subject z
S04,CLC,eye closure,-0.613810794572,within-subject z
S04,CLC,pupil dilation,0.996748892594,within-subject z
S04,CLC,cognitive load,0.977771214608,within-subject z
S04,CLC,HR,-0.127699182481,within-subject z
S04,CLC,gaze deviation variance,-1.11828777376,within-subject z
S04,CLC,gaze deviation (per-file baseline),1.14926465716,within-subject z
S04,INT,eye closure,-0.540105364954,within-subject z
S04,INT,pupil dilation,0.00647081101866,within-subject z
S04,INT,cognitive load,-1.02083728642,within-subject z
S04,INT,HR,-0.930016440524,within-subject z
S04,INT,gaze deviation variance,0.309996658748,within-subject z
S04,INT,gaze deviation (per-file baseline),-0.6715501332,within-subject z
S04,BOR,boredom,1,self-report
S04,BOR,engagement,7,self-report
S04,BOR,sleep-fight,1,self-report
S04,BOR,fatigue before,7,self-report
S04,BOR,fatigue after,1,self-report
S04,CLC,boredom,9,self-report
S04,CLC,engagement,1,self-report
S04,CLC,sleep-fight,6,self-report
S04,CLC,fatigue before,7,self-report
S04,CLC,fatigue after,9,self-report
S04,INT,boredom,3,self-report
S04,INT,engagement,7,self-report
S04,INT,sleep-fight,1,self-report
S04,INT,fatigue before,4,self-report
S04,INT,fatigue after,5,self-report
