anchor_stimulus,channel,subject,round,stimulus,value,poolable
CLC,eye openness,S01,1,BOR,0.904,True
CLC,eye openness,S01,1,CLC,0.954,True
CLC,eye openness,S01,1,INT,0.926,True
CLC,eye openness,S02,1,BOR,0.805,True
CLC,eye openness,S02,1,CLC,0.796,True
CLC,eye openness,S02,1,INT,0.937,True
CLC,eye openness,S03,1,BOR,0.823,True
CLC,eye openness,S03,1,CLC,0.937,True
CLC,eye openness,S03,1,INT,0.867,True
CLC,eye openness,S04,1,BOR,0.916,True
CLC,eye openness,S04,1,CLC,0.951,True
CLC,eye openness,S04,1,INT,0.948,True
CLC,eye openness,S05,1,BOR,0.212,True
CLC,eye openness,S05,1,CLC,0.865,True
CLC,eye openness,S05,1,INT,0.852,True
CLC,eye openness,S06,1,BOR,0.83,True
CLC,eye openness,S06,1,CLC,0.914,True
CLC,eye openness,S06,1,INT,0.89,True
CLC,eye openness,S07,1,BOR,0.562,True
CLC,eye openness,S07,1,CLC,0.931,True
CLC,eye openness,S07,1,INT,0.791,True
CLC,eye openness,S08,1,BOR,0.421,True
CLC,eye openness,S08,1,CLC,0.882,True
CLC,eye openness,S08,1,INT,0.889,True
CLC,eye openness,R2-01,2,BOR,0.771792246124,True
CLC,eye openness,R2-01,2,CLC,0.907995241907,True
CLC,eye openness,R2-01,2,INT,0.862150533031,True
CLC,eye openness,R2-02,2,BOR,0.712359542105,True
CLC,eye openness,R2-02,2,CLC,0.908713257349,True
CLC,eye openness,R2-02,2,INT,0.916171521325,True
CLC,eye openness,R2-03,2,BOR,0.845229125743,True
CLC,eye openness,R2-03,2,CLC,0.889747449725,True
CLC,eye openness,R2-03,2,INT,0.904281075001,True
CLC,eye openness,R2-04,2,BOR,0.868846494918,True
CLC,eye openness,R2-04,2,CLC,0.901331333072,True
CLC,eye openness,R2-04,2,INT,0.874604602354,True
CLC,pupil dilation,S01,1,BOR,2.96459598529,True
CLC,pupil dilation,S01,1,CLC,3.21186217079,True
CLC,pupil dilation,S01,1,INT,2.88737145557,True
CLC,pupil dilation,S02,1,BOR,3.4959007483,True
CLC,pupil dilation,S02,1,CLC,3.62450116223,True
CLC,pupil dilation,S02,1,INT,3.59970275916,True
CLC,pupil dilation,S03,1,BOR,3.06636286403,True
CLC,pupil dilation,S03,1,CLC,3.0981248372,True
CLC,pupil dilation,S03,1,INT,3.56273225743,True
CLC,pupil dilation,S04,1,BOR,2.91097288492,True
CLC,pupil dilation,S04,1,CLC,3.34825748441,True
CLC,pupil dilation,S04,1,INT,3.13173740749,True
CLC,pupil dilation,S05,1,BOR,3.21932954417,True
CLC,pupil dilation,S05,1,CLC,3.22895257973,True
CLC,pupil dilation,S05,1,INT,3.32115745159,True
CLC,pupil dilation,S06,1,BOR,3.24475014203,True
CLC,pupil dilation,S06,1,CLC,3.42582329341,True
CLC,pupil dilation,S06,1,INT,3.57030055319,True
CLC,pupil dilation,S07,1,BOR,3.57928615005,True
CLC,pupil dilation,S07,1,CLC,3.76035407177,True
CLC,pupil dilation,S07,1,INT,2.65056949185,True
CLC,pupil dilation,S08,1,BOR,3.60642993124,True
CLC,pupil dilation,S08,1,CLC,3.96997314774,True
CLC,pupil dilation,S08,1,INT,3.9934400817,True
CLC,pupil dilation,R2-01,2,BOR,2.81828830717,True
CLC,pupil dilation,R2-01,2,CLC,2.77381764708,True
CLC,pupil dilation,R2-01,2,INT,3.07500326427,True
CLC,pupil dilation,R2-02,2,BOR,3.41066599642,True
CLC,pupil dilation,R2-02,2,CLC,3.99876456794,True
CLC,pupil dilation,R2-02,2,INT,3.30190168557,True
CLC,pupil dilation,R2-03,2,BOR,3.87969830931,True
CLC,pupil dilation,R2-03,2,CLC,3.82873240456,True
CLC,pupil dilation,R2-03,2,INT,4.13041139322,True
CLC,pupil dilation,R2-04,2,BOR,3.78077315469,True
CLC,pupil dilation,R2-04,2,CLC,3.8494977729,True
CLC,pupil dilation,R2-04,2,INT,3.97498126541,True
CLC,cognitive load,S01,1,BOR,0.571258327824,True
CLC,cognitive load,S01,1,CLC,0.599619768242,True
CLC,cognitive load,S01,1,INT,0.506990623727,True
CLC,cognitive load,S02,1,BOR,0.421736980959,True
CLC,cognitive load,S02,1,CLC,0.499066908689,True
CLC,cognitive load,S02,1,INT,0.471481480363,True
CLC,cognitive load,S03,1,BOR,0.520318721513,True
CLC,cognitive load,S03,1,CLC,0.565019569288,True
CLC,cognitive load,S03,1,INT,0.485450672203,True
CLC,cognitive load,S04,1,BOR,0.595359283461,True
CLC,cognitive load,S04,1,CLC,0.637413720756,True
CLC,cognitive load,S04,1,INT,0.547491934692,True
CLC,cognitive load,S05,1,BOR,0.664864258541,True
CLC,cognitive load,S05,1,CLC,0.54134924614,True
CLC,cognitive load,S05,1,INT,0.565651082821,True
CLC,cognitive load,S06,1,BOR,0.595438342235,True
CLC,cognitive load,S06,1,CLC,0.541018064035,True
CLC,cognitive load,S06,1,INT,0.601210553445,True
CLC,cognitive load,S07,1,BOR,0.405013551034,True
CLC,cognitive load,S07,1,CLC,0.520281032086,True
CLC,cognitive load,S07,1,INT,0.558986412841,True
CLC,cognitive load,S08,1,BOR,0.337761007802,True
CLC,cognitive load,S08,1,CLC,0.529423076605,True
CLC,cognitive load,S08,1,INT,0.522547153543,True
CLC,cognitive load,R2-01,2,BOR,0.529869192779,True
CLC,cognitive load,R2-01,2,CLC,0.520487286587,True
CLC,cognitive load,R2-01,2,INT,0.537833143234,True
CLC,cognitive load,R2-02,2,BOR,0.471330339342,True
CLC,cognitive load,R2-02,2,CLC,0.46763049009,True
CLC,cognitive load,R2-02,2,INT,0.518203955611,True
CLC,cognitive load,R2-03,2,BOR,0.558786380246,True
CLC,cognitive load,R2-03,2,CLC,0.537916815452,True
CLC,cognitive load,R2-03,2,INT,0.564781367412,True
CLC,cognitive load,R2-04,2,BOR,0.473266306531,True
CLC,cognitive load,R2-04,2,CLC,0.47556248215,True
CLC,cognitive load,R2-04,2,INT,0.512282039321,True
CLC,HR,S01,1,BOR,79.4072543618,True
CLC,HR,S01,1,CLC,77.1009637448,True
CLC,HR,S01,1,INT,76.2474541752,True
CLC,HR,S02,1,BOR,68.307973665,True
CLC,HR,S02,1,CLC,70.0651693667,True
CLC,HR,S02,1,INT,67.5026435045,True
CLC,HR,S03,1,BOR,86.390070922,True
CLC,HR,S03,1,CLC,87.9583853516,True
CLC,HR,S03,1,INT,95.8778700537,True
CLC,HR,S04,1,BOR,98.4739183178,True
CLC,HR,S04,1,CLC,95.9960614415,True
CLC,HR,S04,1,INT,94.3189882975,True
CLC,HR,S05,1,BOR,57.7666523421,True
CLC,HR,S05,1,CLC,63.324828263,True
CLC,HR,S05,1,INT,58.6818181818,True
CLC,HR,S06,1,BOR,92.2900575185,True
CLC,HR,S06,1,CLC,89.5385964912,True
CLC,HR,S06,1,INT,89.9792402827,True
CLC,HR,S07,1,BOR,93.2565517241,True
CLC,HR,S07,1,CLC,92.0985485103,True
CLC,HR,S07,1,INT,90.7877114256,True
CLC,HR,S08,1,BOR,89.3710446467,True
CLC,HR,S08,1,CLC,84.9964157706,True
CLC,HR,S08,1,INT,81.75696767,True
CLC,HR,R2-01,2,BOR,,True
CLC,HR,R2-01,2,CLC,58.3653846154,True
CLC,HR,R2-01,2,INT,64.1531531532,True
CLC,HR,R2-02,2,BOR,,True
CLC,HR,R2-02,2,CLC,69.5437788018,True
CLC,HR,R2-02,2,INT,67.3870967742,True
CLC,HR,R2-03,2,BOR,78.7041666667,True
CLC,HR,R2-03,2,CLC,76.9733840304,True
CLC,HR,R2-03,2,INT,88.3388773389,True
CLC,HR,R2-04,2,BOR,72.971291866,True
CLC,HR,R2-04,2,CLC,73.0357142857,True
CLC,HR,R2-04,2,INT,76.2211981567,True
CLC,gaze deviation variance,S01,1,BOR,0.0107842078986,False
CLC,gaze deviation variance,S01,1,CLC,0.00739283780075,False
CLC,gaze deviation variance,S01,1,INT,0.00858282465875,False
CLC,gaze deviation variance,S02,1,BOR,0.00953065061937,False
CLC,gaze deviation variance,S02,1,CLC,0.0103347069616,False
CLC,gaze deviation variance,S02,1,INT,0.0108497077248,False
CLC,gaze deviation variance,S03,1,BOR,0.0094745823527,False
CLC,gaze deviation variance,S03,1,CLC,0.00855660471424,False
CLC,gaze deviation variance,S03,1,INT,0.00889440595004,False
CLC,gaze deviation variance,S04,1,BOR,0.0169382654317,False
CLC,gaze deviation variance,S04,1,CLC,0.0101382823608,False
CLC,gaze deviation variance,S04,1,INT,0.0151795033656,False
CLC,gaze deviation variance,S05,1,BOR,0.00858120563743,False
CLC,gaze deviation variance,S05,1,CLC,0.0109696424805,False
CLC,gaze deviation variance,S05,1,INT,0.00676518165407,False
CLC,gaze deviation variance,S06,1,BOR,0.0156226650676,False
CLC,gaze deviation variance,S06,1,CLC,0.0117929731567,False
CLC,gaze deviation variance,S06,1,INT,0.011567636128,False
CLC,gaze deviation variance,S07,1,BOR,0.0105209882133,False
CLC,gaze deviation variance,S07,1,CLC,0.00660259662524,False
CLC,gaze deviation variance,S07,1,INT,0.00839077065573,False
CLC,gaze deviation variance,S08,1,BOR,0.0078297281665,False
CLC,gaze deviation variance,S08,1,CLC,0.00882457296854,False
CLC,gaze deviation variance,S08,1,INT,0.0107800887979,False
CLC,gaze deviation variance,R2-01,2,BOR,0.012287364579,False
CLC,gaze deviation variance,R2-01,2,CLC,0.0113340353903,False
CLC,gaze deviation variance,R2-01,2,INT,0.0133342284076,False
CLC,gaze deviation variance,R2-02,2,BOR,0.0114349703609,False
CLC,gaze deviation variance,R2-02,2,CLC,0.00967863425003,False
CLC,gaze deviation variance,R2-02,2,INT,0.0122420691844,False
