stimulus,round,channel,pct_of_episode,median,q1,q3,n_subjects
CLC,1,eye openness,0.5,0.940705128205,0.886666666667,0.973214285714,8
CLC,1,eye openness,1.5,0.942962962963,0.917272727273,1,8
CLC,1,eye openness,2.5,0.956439393939,0.921474358975,1,8
CLC,1,eye openness,3.5,0.960648148148,0.945909090909,0.972222222222,8
CLC,1,eye openness,4.5,0.960769230769,0.94875,0.972222222222,8
CLC,1,eye openness,5.5,0.961481481482,0.930288461538,1,8
CLC,1,eye openness,6.5,0.978260869565,0.94739057239,1,8
CLC,1,eye openness,7.5,0.942129629629,0.872159090909,0.961538461538,8
CLC,1,eye openness,8.5,1,0.990384615384,1,8
CLC,1,eye openness,9.5,0.917508417508,0.904040404041,0.97,8
CLC,1,eye openness,10.5,0.905982905983,0.859265734266,0.96875,8
CLC,1,eye openness,11.5,0.960769230769,0.935909090909,0.972222222222,8
CLC,1,eye openness,12.5,0.938333333333,0.882575757576,0.971153846154,8
CLC,1,eye openness,13.5,0.89898989899,0.842692307692,0.955492424242,8
CLC,1,eye openness,14.5,0.962962962963,0.946022727272,1,8
CLC,1,eye openness,15.5,0.981481481482,0.945767195767,1,8
CLC,1,eye openness,16.5,0.960648148148,0.939903846153,0.972222222222,8
CLC,1,eye openness,17.5,0.924285714285,0.887820512821,0.95875,8
CLC,1,eye openness,18.5,0.89898989899,0.882211538461,0.94,8
CLC,1,eye openness,19.5,0.960769230769,0.91958041958,0.972222222222,8
CLC,1,eye openness,20.5,0.98,0.893356643357,1,8
CLC,1,eye openness,21.5,0.918981481482,0.834545454545,0.972222222222,8
CLC,1,eye openness,22.5,0.958333333333,0.917272727273,1,8
CLC,1,eye openness,23.5,0.940705128205,0.921474358975,0.971153846154,8
CLC,1,eye openness,24.5,0.939166666666,0.905032467532,0.972222222222,8
CLC,1,eye openness,25.5,0.957272727272,0.943452380952,1,8
CLC,1,eye openness,26.5,0.940705128205,0.905270655271,1,8
CLC,1,eye openness,27.5,0.942129629629,0.894545454546,0.97,8
CLC,1,eye openness,28.5,0.938333333333,0.883741258741,1,8
CLC,1,eye openness,29.5,0.935606060606,0.87037037037,0.96875,8
CLC,1,eye openness,30.5,0.937272727272,0.859848484848,1,8
CLC,1,eye openness,31.5,0.857744107744,0.842948717949,0.923076923077,8
CLC,1,eye openness,32.5,0.979166666666,0.923611111111,1,8
CLC,1,eye openness,33.5,0.921538461539,0.90875,0.965909090909,8
CLC,1,eye openness,34.5,0.916083916084,0.87962962963,1,8
CLC,1,eye openness,35.5,0.979166666666,0.888888888889,1,8
CLC,1,eye openness,36.5,0.980769230769,0.943376068376,1,8
CLC,1,eye openness,37.5,0.960769230769,0.9375,0.963293650794,8
CLC,1,eye openness,38.5,0.942129629629,0.886666666667,1,8
CLC,1,eye openness,39.5,0.942307692307,0.914772727273,0.971153846154,8
CLC,1,eye openness,40.5,0.912878787879,0.885416666667,0.955909090909,8
CLC,1,eye openness,41.5,0.925925925926,0.860795454545,0.97,8
CLC,1,eye openness,42.5,0.954545454545,0.884615384615,1,8
CLC,1,eye openness,43.5,0.954545454545,0.858974358975,0.95875,8
CLC,1,eye openness,44.5,0.910984848485,0.846153846154,1,8
CLC,1,eye openness,45.5,0.902777777778,0.864545454546,0.955492424242,8
CLC,1,eye openness,46.5,0.916521739131,0.861818181818,0.944444444444,8
CLC,1,eye openness,47.5,0.942307692307,0.889328063241,1,8
CLC,1,eye openness,48.5,0.942129629629,0.911153846154,1,8
CLC,1,eye openness,49.5,1,0.977272727273,1,8
CLC,1,eye openness,50.5,0.96,0.943181818181,1,8
CLC,1,eye openness,51.5,0.955357142857,0.910353535353,1,8
CLC,1,eye openness,52.5,0.943732193732,0.892045454546,1,8
CLC,1,eye openness,53.5,0.980769230769,0.940972222222,1,8
CLC,1,eye openness,54.5,0.959935897436,0.931818181818,0.972222222222,8
CLC,1,eye openness,55.5,0.892045454545,0.81734006734,0.97,8
CLC,1,eye openness,56.5,0.937272727272,0.875,0.971153846154,8
CLC,1,eye openness,57.5,0.896853146853,0.813034188034,0.955492424242,8
CLC,1,eye openness,58.5,0.931818181818,0.852335164835,0.96875,8
CLC,1,eye openness,59.5,0.892045454545,0.86069023569,0.921481481481,8
CLC,1,eye openness,60.5,0.930735930736,0.879734848485,0.961894586894,8
CLC,1,eye openness,61.5,0.923076923077,0.912055335968,0.955492424242,8
CLC,1,eye openness,62.5,0.896853146853,0.792022792023,0.95664983165,8
CLC,1,eye openness,63.5,0.938811188811,0.875909090909,1,8
CLC,1,eye openness,64.5,0.939799331104,0.897727272727,0.96875,8
CLC,1,eye openness,65.5,0.96225071225,0.882575757576,1,8
CLC,1,eye openness,66.5,0.934545454545,0.819800569801,0.972222222222,8
CLC,1,eye openness,67.5,0.865925925926,0.843434343434,0.918269230769,8
CLC,1,eye openness,68.5,0.943732193732,0.798951048951,1,8
CLC,1,eye openness,69.5,0.881944444444,0.758116883117,0.965909090909,8
CLC,1,eye openness,70.5,0.86038961039,0.764245014245,0.944444444444,8
CLC,1,eye openness,71.5,0.89898989899,0.86069023569,0.9375,8
CLC,1,eye openness,72.5,0.916083916084,0.897727272727,0.934444444444,8
CLC,1,eye openness,73.5,0.884199134199,0.803685897436,0.930944055944,8
CLC,1,eye openness,74.5,0.921296296297,0.800324675325,0.955909090909,8
CLC,1,eye openness,75.5,0.866071428571,0.830267558528,0.934829059829,8
CLC,1,eye openness,76.5,0.903846153846,0.858630952381,1,8
CLC,1,eye openness,77.5,0.884444444444,0.828042328042,0.96875,8
CLC,1,eye openness,78.5,0.913919413919,0.837662337662,0.959134615384,8
CLC,1,eye openness,79.5,0.918498168498,0.851430976431,0.955492424242,8
CLC,1,eye openness,80.5,0.89898989899,0.839160839161,0.922202797203,8
CLC,1,eye openness,81.5,0.954545454545,0.839285714286,1,8
CLC,1,eye openness,82.5,0.905925925926,0.734307359307,0.971153846154,8
CLC,1,eye openness,83.5,0.962962962963,0.824110671937,1,8
CLC,1,eye openness,84.5,0.930735930736,0.833703703704,1,8
CLC,1,eye openness,85.5,0.930735930736,0.816433566434,0.959134615384,8
CLC,1,eye openness,86.5,0.899267399267,0.741883116883,0.960384615384,8
CLC,1,eye openness,87.5,0.929545454545,0.746212121212,0.96875,8
CLC,1,eye openness,88.5,0.866071428571,0.81734006734,0.961894586894,8
CLC,1,eye openness,89.5,0.903846153846,0.829545454545,0.9625,8
CLC,1,eye openness,90.5,0.901538461539,0.781400966183,0.952922077922,8
CLC,1,eye openness,91.5,0.955769230769,0.882783882784,0.972222222222,8
CLC,1,eye openness,92.5,0.952272727273,0.921474358975,0.960384615384,8
CLC,1,eye openness,93.5,0.918333333333,0.869047619048,0.956293706293,8
CLC,1,eye openness,94.5,0.931818181818,0.85625,0.972222222222,8
CLC,1,eye openness,95.5,0.856818181818,0.828703703703,0.920769230769,8
CLC,1,eye openness,96.5,0.804924242425,0.758333333333,0.95467032967,8
CLC,1,eye openness,97.5,0.893939393939,0.792307692308,0.956293706293,8
CLC,1,eye openness,98.5,0.914772727272,0.819565217392,0.960384615384,8
CLC,1,eye openness,99.5,0.958754208754,0.884868421053,0.973214285714,8
CLC,2,eye openness,0.5,0.730285737273,0.477125701789,0.930471371457,4
CLC,2,eye openness,1.5,0.276611694153,0,0.651972814419,4
CLC,2,eye openness,2.5,0.0183103698332,0,0.246275078559,4
CLC,2,eye openness,3.5,0.77769786514,0.450785928144,0.954642699298,4
CLC,2,eye openness,4.5,0.774237405107,0.741801754787,0.823091498379,4
CLC,2,eye openness,5.5,0.968984257871,0.715704647676,0.98777173913,4
CLC,2,eye openness,6.5,0.921727181072,0.6598583878,0.972732383808,4
CLC,2,eye openness,7.5,0.929699981816,0.843077552253,0.982873572061,4
CLC,2,eye openness,8.5,0.948555178842,0.936331480138,0.966342557966,4
CLC,2,eye openness,9.5,0.98346626845,0.97695196518,0.989591147787,4
CLC,2,eye openness,10.5,0.99271989339,0.986513979534,0.998222793988,4
CLC,2,eye openness,11.5,0.974895972672,0.954262704426,0.991579341318,4
CLC,2,eye openness,12.5,0.986184091346,0.973207166788,0.997280638143,4
CLC,2,eye openness,13.5,0.990465194273,0.981228972769,0.995473316391,4
CLC,2,eye openness,14.5,1,0.993888888889,1,4
CLC,2,eye openness,15.5,0.987830295092,0.964342201517,0.999455337691,4
CLC,2,eye openness,16.5,0.985963268365,0.969833182202,0.999184782609,4
CLC,2,eye openness,17.5,0.998731884058,0.985478778468,1,4
CLC,2,eye openness,18.5,0.965592203898,0.936929684776,0.988586956522,4
CLC,2,eye openness,19.5,0.992572463768,0.982866186289,1,4
CLC,2,eye openness,20.5,0.976205109861,0.959194687608,0.981971514243,4
CLC,2,eye openness,21.5,0.987128353879,0.972634060055,1,4
CLC,2,eye openness,22.5,0.948771754601,0.927581349097,0.969973278793,4
CLC,2,eye openness,23.5,0.941085707146,0.920375110064,0.962270815096,4
CLC,2,eye openness,24.5,0.993214064385,0.988633915253,0.996342835709,4
CLC,2,eye openness,25.5,0.97440029985,0.936647688061,0.989317841079,4
CLC,2,eye openness,26.5,0.976949025487,0.947050934507,0.991847826087,4
CLC,2,eye openness,27.5,0.957846838299,0.943494266424,0.972126922701,4
CLC,2,eye openness,28.5,0.966699288725,0.946058825182,0.988474512744,4
CLC,2,eye openness,29.5,0.966262712182,0.951056499913,0.978014581244,4
CLC,2,eye openness,30.5,0.931825629102,0.913357967963,0.954834895427,4
CLC,2,eye openness,31.5,0.959223859852,0.934598192795,0.962921664168,4
CLC,2,eye openness,32.5,0.937045330035,0.921578117977,0.951324814692,4
CLC,2,eye openness,33.5,0.942716090534,0.91664270936,0.960710269865,4
CLC,2,eye openness,34.5,0.901419986115,0.838351511263,0.970950618089,4
CLC,2,eye openness,35.5,0.957494489731,0.908171394766,0.983227276812,4
CLC,2,eye openness,36.5,0.979789744869,0.975954875031,0.985771221532,4
