subject,stimulus,quantity,value,kind
S03,BOR,eye openness,-0.916069029085,within-subject z
S03,BOR,pupil dilation,-0.633560273015,within-subject z
S03,BOR,cognitive load,-0.0821750528742,within-subject z
S03,BOR,HR,-0.724630061672,within-subject z
S03,BOR,gaze deviation variance,1.07558532768,within-subject z
S03,BOR,gaze deviation median,0.865514446481,within-subject z
S03,CLC,eye openness,1.06681456552,within-subject z
S03,CLC,pupil dilation,-0.51925277872,within-subject z
S03,CLC,cognitive load,1.03855203484,within-subject z
S03,CLC,HR,-0.416262810674,within-subject z
S03,CLC,gaze deviation variance,-0.901574400817,within-subject z
S03,CLC,gaze deviation median,0.229182016568,within-subject z
S03,INT,eye openness,-0.150745536432,within-subject z
S03,INT,pupil dilation,1.15281305173,within-subject z
S03,INT,cognitive load,-0.956376981961,within-subject z
S03,INT,HR,1.14089287235,within-subject z
S03,INT,gaze deviation variance,-0.174010926864,within-subject z
S03,INT,gaze deviation median,-1.09469646305,within-subject z
S03,BOR,boredom,9,self-report
S03,BOR,engagement,1,self-report
S03,BOR,sleep-fight,8,self-report
S03,BOR,fatigue before,3,self-report
S03,BOR,fatigue after,8,self-report
S03,CLC,boredom,3,self-report
S03,CLC,engagement,7,self-report
S03,CLC,sleep-fight,2,self-report
S03,CLC,fatigue before,6,self-report
S03,CLC,fatigue after,3,self-report
S03,INT,boredom,3,self-report
S03,INT,engagement,7,self-report
S03,INT,sleep-fight,7,self-report
S03,INT,fatigue before,5,self-report
S03,INT,fatigue after,7,self-report
