stimulus,round,channel,pct_of_episode,median,q1,q3,n_subjects
BOR,1,eye openness,0.5,0.878571428571,0.7875,0.911818181818,8
BOR,1,eye openness,1.5,0.934523809524,0.620689655172,0.95875,8
BOR,1,eye openness,2.5,0.94170771757,0.857916666667,0.97,8
BOR,1,eye openness,3.5,0.895833333333,0.668290854573,0.944444444444,8
BOR,1,eye openness,4.5,0.878306878307,0.831896551724,0.9175,8
BOR,1,eye openness,5.5,0.898333333333,0.84337944664,0.935064935065,8
BOR,1,eye openness,6.5,0.892720306513,0.856719367589,0.9175,8
BOR,1,eye openness,7.5,0.914855072464,0.897321428571,0.926136363636,8
BOR,1,eye openness,8.5,0.925517241379,0.910973084886,0.954285714286,8
BOR,1,eye openness,9.5,0.906926406926,0.797916666667,0.93934729064,8
BOR,1,eye openness,10.5,0.885775862069,0.85119047619,0.9132996633,8
BOR,1,eye openness,11.5,0.868571428571,0.770833333333,0.937859195402,8
BOR,1,eye openness,12.5,0.914545454545,0.886699507389,0.957391304348,8
BOR,1,eye openness,13.5,0.957272727273,0.874794745484,1,8
BOR,1,eye openness,14.5,0.921296296296,0.874437781109,0.952922077922,8
BOR,1,eye openness,15.5,0.883116883117,0.785714285714,0.97,8
BOR,1,eye openness,16.5,0.915343915344,0.79802955665,1,8
BOR,1,eye openness,17.5,0.884259259259,0.663793103448,1,8
BOR,1,eye openness,18.5,0.911818181818,0.805726600985,1,8
BOR,1,eye openness,19.5,0.866174055829,0.81734006734,0.929583333333,8
BOR,1,eye openness,20.5,0.851293103448,0.702380952381,0.894927536232,8
BOR,1,eye openness,21.5,0.854782608696,0.611363636364,0.928095238095,8
BOR,1,eye openness,22.5,0.853535353535,0.709642857143,0.922877846791,8
BOR,1,eye openness,23.5,0.787137681159,0.554467084639,0.894345238095,8
BOR,1,eye openness,24.5,0.809523809524,0.646141215107,0.888260869565,8
BOR,1,eye openness,25.5,0.904444444444,0.648510971787,0.955492424242,8
BOR,1,eye openness,26.5,0.888275862069,0.829365079365,0.921401515152,8
BOR,1,eye openness,27.5,0.906428571429,0.833208395802,0.96875,8
BOR,1,eye openness,28.5,0.867407407407,0.660714285714,0.936371100164,8
BOR,1,eye openness,29.5,0.815476190476,0.547348484848,0.936011904762,8
BOR,1,eye openness,30.5,0.67701863354,0.552083333333,0.923418972332,8
BOR,1,eye openness,31.5,0.774782608696,0.560344827586,0.88619047619,8
BOR,1,eye openness,32.5,0.72619047619,0.301724137931,0.892173913043,8
BOR,1,eye openness,33.5,0.914545454545,0.651939655172,0.933080808081,8
BOR,1,eye openness,34.5,0.813218390805,0.599033816425,0.85619047619,8
BOR,1,eye openness,35.5,0.84126984127,0.688530734633,0.9175,8
BOR,1,eye openness,36.5,0.719285714286,0.578335832084,0.809523809524,8
BOR,1,eye openness,37.5,0.669312169312,0.129310344828,0.9275,8
BOR,1,eye openness,38.5,0.714285714286,0.103448275862,0.887727272727,8
BOR,1,eye openness,39.5,0.941558441558,0.543103448276,0.95875,8
BOR,1,eye openness,40.5,0.902962962963,0.51724137931,0.955909090909,8
BOR,1,eye openness,41.5,0.74840357599,0.40625,0.931818181818,8
BOR,1,eye openness,42.5,0.805642633229,0.5,0.934523809524,8
BOR,1,eye openness,43.5,0.800952380952,0.74287856072,0.893939393939,8
BOR,1,eye openness,44.5,0.912878787879,0.718390804598,0.967391304348,8
BOR,1,eye openness,45.5,0.75,0.164917541229,0.883522727273,8
BOR,1,eye openness,46.5,0.618095238095,0.103448275862,0.820105820106,8
BOR,1,eye openness,47.5,0.604545454545,0.235382308846,0.837962962963,8
BOR,1,eye openness,48.5,0.848214285714,0.0258620689655,0.907738095238,8
BOR,1,eye openness,49.5,0.645185185185,0.103448275862,0.964285714286,8
BOR,1,eye openness,50.5,0.663703703704,0.0775862068966,0.953869047619,8
BOR,1,eye openness,51.5,0.94170771757,0.5625,0.97,8
BOR,1,eye openness,52.5,0.81228956229,0.0258620689655,0.928095238095,8
BOR,1,eye openness,53.5,0.62962962963,0.450524737631,0.721818181818,8
BOR,1,eye openness,54.5,0.725714285714,0.277777777778,0.902413793103,8
BOR,1,eye openness,55.5,0.82196969697,0.431409295352,0.936011904762,8
BOR,1,eye openness,56.5,0.812169312169,0.471982758621,1,8
BOR,1,eye openness,57.5,0.839285714286,0.583448275862,0.872173913043,8
BOR,1,eye openness,58.5,0.878306878307,0.58095952024,0.9275,8
BOR,1,eye openness,59.5,0.854497354497,0.489224137931,0.884510869565,8
BOR,1,eye openness,60.5,0.85119047619,0.54,0.955909090909,8
BOR,1,eye openness,61.5,0.889880952381,0.645593869732,0.921818181818,8
BOR,1,eye openness,62.5,0.681752873563,0.603174603175,0.821022727273,8
BOR,1,eye openness,63.5,0.842532467532,0.554347826087,0.908571428571,8
BOR,1,eye openness,64.5,0.655723905724,0.473763118441,0.846726190476,8
BOR,1,eye openness,65.5,0.822134387352,0.559113300493,0.887731481481,8
BOR,1,eye openness,66.5,0.679089026915,0.532019704433,0.95875,8
BOR,1,eye openness,67.5,0.754166666667,0.607946026987,0.820105820106,8
BOR,1,eye openness,68.5,0.749589490969,0.608695652174,0.868888888889,8
BOR,1,eye openness,69.5,0.855519480519,0.448369565217,0.911818181818,8
BOR,1,eye openness,70.5,0.812169312169,0,0.9175,8
BOR,1,eye openness,71.5,0.808888888889,0.519865067466,0.907738095238,8
BOR,1,eye openness,72.5,0.793995859213,0.690886699507,0.955492424242,8
BOR,1,eye openness,73.5,0.785714285714,0.51724137931,0.891481481481,8
BOR,1,eye openness,74.5,0.811128526646,0.535714285714,0.918981481481,8
BOR,1,eye openness,75.5,0.713333333333,0.439655172414,0.961071428571,8
BOR,1,eye openness,76.5,0.835016835017,0.491379310345,0.921818181818,8
BOR,1,eye openness,77.5,0.896825396825,0.594827586207,0.965909090909,8
BOR,1,eye openness,78.5,0.740558292282,0.428571428571,0.928095238095,8
BOR,1,eye openness,79.5,0.738095238095,0.465517241379,0.9275,8
BOR,1,eye openness,80.5,0.669312169312,0.0258620689655,0.87625,8
BOR,1,eye openness,81.5,0.577380952381,0.23275862069,0.96875,8
BOR,1,eye openness,82.5,0.751851851852,0.464285714286,0.892857142857,8
BOR,1,eye openness,83.5,0.630681818182,0.392857142857,0.775555555556,8
BOR,1,eye openness,84.5,0.704545454545,0.310344827586,0.879464285714,8
BOR,1,eye openness,85.5,0.613300492611,0.306818181818,0.813333333333,8
BOR,1,eye openness,86.5,0.752976190476,0.413793103448,0.82702020202,8
BOR,1,eye openness,87.5,0.761904761905,0.546130952381,0.839439655172,8
BOR,1,eye openness,88.5,0.833855799373,0.590277777778,0.928095238095,8
BOR,1,eye openness,89.5,0.884444444444,0.759370314843,0.953869047619,8
BOR,1,eye openness,90.5,0.855833333333,0.734913793103,0.946428571429,8
BOR,1,eye openness,91.5,0.795,0.620689655172,0.85619047619,8
BOR,1,eye openness,92.5,0.741847826087,0.464559386973,0.90625,8
BOR,1,eye openness,93.5,0.669642857143,0.57507183908,0.862857142857,8
BOR,1,eye openness,94.5,0.625,0.557881773399,0.774545454545,8
BOR,1,eye openness,95.5,0.724537037037,0.523706896552,0.85619047619,8
BOR,1,eye openness,96.5,0.745471014493,0.622331691297,0.888392857143,8
BOR,1,eye openness,97.5,0.880471380471,0.63375,0.931379310345,8
BOR,1,eye openness,98.5,0.815,0.155172413793,0.944444444444,8
BOR,1,eye openness,99.5,0.761904761905,0.310344827586,0.854166666667,8
BOR,2,eye openness,0.5,0.962512857722,0.944292478959,0.984285127362,4
BOR,2,eye openness,1.5,0.944345396973,0.876844160395,0.977199150776,4
