source,relation,target,locus,note
bor-sec-55,treats-construct,profound/deep boredom (FCM 3rd form),"p.276-280","Undifferentiated no one, indifference of entities as a whole, telling-refusal-as-telling, Augenblick; distinctively read as a Volk-attunement rather than an individual state (FAITHFUL-Slaby & Thonhauser, p.278-279)"
bor-sec-55,treats-construct,being-bored-with (2nd form),"p.275-276","Dinner-party example; self abandoned in an 'odd suspension'; standing now (stehendes Jetzt) as existential futility (FAITHFUL-Slaby & Thonhauser, p.275-276)"
bor-sec-55,treats-construct,being-bored-by (1st form),"p.275","Named only via train-station example, not developed, mirroring bor-sec-12's identical bracketing (FE)"
bor-sec-55,treats-construct,temporality of boredom (time-drag),"p.276-278","Langeweile as lived-time-becoming-long, glossed via Bergson's duree; standing now; fused threefold horizon of profound boredom (FAITHFUL-Slaby & Thonhauser, p.276-278)"
bor-sec-55,treats-construct,monotony / meaninglessness,"p.271, 277","Breakdown of everyday significance in angst (SZ 186); indifference of entities as a whole in profound boredom (FCM 138/GA 208) (FAITHFUL-Slaby & Thonhauser, p.271, 277)"
bor-sec-55,treats-construct,boredom-as-regulatory-signal (functional account),"p.278-280","Telling-refusal-as-telling reconstructed faithfully, then politicized: addressee is a Volk, demand is collective self-founding not individual authenticity (FAITHFUL-Slaby & Thonhauser, p.278-280)"
bor-sec-55,treats-construct,flow / engagement (contrast pole),"p.275-276","Dinner-party's outward lively participation masking underlying boredom (surface/depth divergence) (FAITHFUL-Slaby & Thonhauser, p.275-276)"
bor-sec-55,treats-construct,attentional disengagement / meta-awareness,"p.269-270","Findingness's 'evasive turning away' (SZ 136); Heidegger's general theory of falling, not an empirical attention claim (P/anticipatory-application for cognitive-science mapping)"
bor-sec-55,contests,situational vs. trait/state boredom,"p.278-279","Heidegger explicitly denies Grundstimmung can be verified via individual introspection (FCM 60/GA 90f) -- an active textual contest of the individual-state framing, not mere silence (FAITHFUL-Slaby & Thonhauser, qualified P/anticipatory-application for the psychological framing itself)"
bor-sec-55,treats-construct,THEME: 'the political' vs. 'politics',"p.266, 283-286","Central organizing ontological/ontic distinction of the whole chapter (FAITHFUL-Slaby & Thonhauser, p.266)"
bor-sec-55,treats-construct,THEME: Grundstimmung as communal (Volk) attunement,"p.278-279","Heidegger's own explicit reframing of boredom's subject as a people rather than an individual dasein; this chapter's key textual discovery relative to bor-sec-12/13 (FAITHFUL-Slaby & Thonhauser, p.278-279)"
bor-sec-55,defines,TERM: Befindlichkeit (findingness),"p.267-270","Passive-receptive dimension of Dasein's openness to world (SZ 137); disclosing facticity and thrownness (FAITHFUL-Slaby & Thonhauser, p.267-269)"
bor-sec-55,instances-in-text,TERM: Geworfenheit (thrownness),"p.269","'Being delivered over' into the 'there' (SZ 135) (FAITHFUL-Slaby & Thonhauser, p.269)"
bor-sec-55,instances-in-text,TERM: Verfallen (falling),"p.269-270","Pervasive default mode of dasein's being; findingness itself prone to falling via 'evasive turning away' (SZ 136) (FAITHFUL-Slaby & Thonhauser, p.269-270)"
bor-sec-55,instances-in-text,FCM-NODE: Augenblick (moment of vision),"p.279-280, 282","'Moment of vision'; later structurally displaced by 'Arbeit' (work) in Rektoratszeit rhetoric (FAITHFUL-Slaby & Thonhauser, p.279-282)"
bor-sec-55,treats-construct,THEORY-MODEL: postfoundational democracy/totalitarianism antagonism (Lefort),"p.284-286","Power as an 'empty place' (democracy) vs. 'People-as-One' (totalitarianism) (FAITHFUL-Slaby & Thonhauser, p.284-286, quoting Lefort 1986)"
bor-sec-55,shifts-debate-axis,DEBATE-AXIS: republican (Arendt/Lefort) vs. agonistic (Ranciere/Mouffe) postfoundationalism,"p.285","Both wings surveyed side by side without adjudication (FE, p.285)"
bor-sec-55,shifts-debate-axis,DEBATE-AXIS: foundationalism vs. anti-foundationalism vs. postfoundationalism,"p.284-285","Triadic structure; postfoundationalism (contestable-but-not-abandoned foundations) presented as the only viable path between naive economism and totalitarian closure (FE, p.284-285)"
bor-sec-55,contests,READING/CLAIM: Heidegger's Rektoratszeit turn as an adequate response to disclosed ungroundedness,"p.285-286","Authors' verdict: Heidegger's demand for resolute authority forecloses rather than sustains the democratic possibility his own analyses open (FAITHFUL-Slaby & Thonhauser, p.285-286)"
bor-sec-55,bridges-to-fcm,fcm-04-first-form,"p.275 (undeveloped)","Train-station example named only in passing, no German locus cited; omission registered as deliberate, matching bor-sec-12's identical bracketing (FE)"
bor-sec-55,bridges-to-fcm,fcm-05-second-form,"p.275-276 (FCM 119/GA 180; FCM 125/GA 189)","Dinner-party self-forming emptiness and 'standing now'; matches fcm-05's own isolated loci (FAITHFUL-Slaby & Thonhauser)"
bor-sec-55,bridges-to-fcm,fcm-06-third-form,"p.276-280 (FCM 134f-149/GA 203-224)","Undifferentiated no one, indifference of entities, telling refusal, Augenblick; matches fcm-06's own isolated loci (FAITHFUL-Slaby & Thonhauser)"
bor-sec-55,bridges-to-fcm,fcm-07-particular-profound,"p.279-280 (FCM 165/GA 246-47)","'Throw Dasein upon his shoulders,' danger-zone, resolute-disclosure demand; matches fcm-07's own isolated locus, here read through a collective/Volk lens rather than bor-sec-12/13's individual-authenticity lens (FAITHFUL-Slaby & Thonhauser)"
bor-sec-55,cites-cluster-author,bor-sec-12,"fn.5; Section 5, p.281-283","Footnote 5: 'the text of this section is reproduced with permission from Slaby (2017b)'; References confirm Slaby 2017b = bor-sec-12's own paper. Content comparison (Hamacher critique, 1933 Rede an Arbeitslose, 1934 Logic Lecture GA38:128, postwar-continuity point) against bor-sec-12's own 'Interlude' section (p.244-246) confirms verbatim/near-verbatim reproduction, not mere thematic echo (FE, high-confidence textual match)"
bor-sec-55,extends-reading-of,bor-sec-13,"p.276-280 (this cluster's own cross-reference; not cited in bor-sec-55's own reference list)","Both units read FCM's third-form telling-refusal/Augenblick sequence closely, but this chapter adds the Volk-attunement/collective-address dimension neither bor-sec-13 (2010) nor bor-sec-12 (2017) develops; this connection is this cluster's own construction, not an authorial citation by Slaby and Thonhauser (P/anticipatory-application)"
bor-sec-55,cites-cluster-author,Elpidorou & Freeman - Affectivity in Heidegger I (2015),"fn.3","Recommended further reading on Befindlichkeit, cited alongside Freeman and Elpidorou's companion piece (FE)"
bor-sec-55,cites-cluster-author,Elpidorou & Freeman - Affectivity in Heidegger II (2015),"fn.3; References","Freeman and Elpidorou, 'Affectivity in Heidegger II: Temporality, Boredom and Beyond,' recommended further reading (FE)"
bor-sec-55,cites,"Arendt, Hannah","p.267, 273-274, 283-285","'The raison d'etre of politics is freedom' (Arendt 1961, 146); plurality as the inescapability of living together (FAITHFUL-Slaby & Thonhauser)"
bor-sec-55,cites,"Lefort, Claude","p.267, 284-286","Democratic revolution; power as an 'empty place'; 'People-as-One' (Lefort 1986, 1988) (FAITHFUL-Slaby & Thonhauser)"
bor-sec-55,cites,"Butler, Judith","p.266, 284","'Contingent foundations' (1992); cohabitation and plurality under conflict (2016) (FE)"
bor-sec-55,cites,"Hamacher, Werner","p.281-283","'Arbeiten Durcharbeiten' supplies the Rektorats-Philosophie critique and the Arbeit/Augenblick displacement thesis (FE)"
bor-sec-55,cites,"Ranciere, Jacques","p.285","'The part of those without part' -- agonistic model of the political (FE)"
bor-sec-55,cites,"Mouffe, Chantal","p.285","Agonistics -- the political as an arena of substantive conflict (FE)"
bor-sec-55,cites,"Agamben, Giorgio","p.285","'The originary possibilitization' of basic attunements (Agamben 2004, 66) (FE)"
bor-sec-55,cites,"Kantorowicz, Ernst","p.284","The King's Two Bodies -- supplies Lefort's double-body-of-the-king figure (FE)"
bor-sec-55,cites,"Withy, Katherine","p.270; fn.3","Methodological role of angst in BT; recommended further reading on Befindlichkeit (not a cluster-built author) (FE)"
bor-sec-55,instances-in-text,Rektoratsrede/Rede-an-Arbeitslose-1933,"p.281-283","Speech to the Unemployed (Oct. 1933) and 1934 Logic Lecture (GA 38:128): work installed at the Augenblick's structural place (FAITHFUL-Slaby & Thonhauser)"
bor-sec-55,bridges-to-part-iii,Part III dissertation (VR-attention/boredom framing),"n/a","Chapter's warning against reading an individual disengagement-signal as automatically demanding corrective self-transformation extends to a collective register: a cohort's or classroom's shared low-arousal state should not automatically license a mobilizing group-level intervention either (P/anticipatory-application)"
bor-sec-55,bridges-to-part-iii,Part III dissertation (VR-attention/boredom framing),"n/a","Given this cluster's own corrected reading of the VLE as spatial-proximity-voice co-watching with universal group-assignment, this chapter's Volk-level reframing of Grundstimmung is a genuinely apt bridge for classroom/cohort-level affective states, more so than bor-sec-12/13's individual-focused registers (P/anticipatory-application)"
