subject,stimulus,quantity,value,kind
R2-02,BOR,eye openness,-1.15409934091,within-subject z
R2-02,BOR,pupil dilation,-0.426186673208,within-subject z
R2-02,BOR,cognitive load,-0.510485500747,within-subject z
R2-02,BOR,HR,,within-subject z
R2-02,BOR,gaze deviation variance,0.241410525971,within-subject z
R2-02,BOR,gaze deviation median,1.14585419297,within-subject z
R2-02,CLC,eye openness,0.544784620034,within-subject z
R2-02,CLC,pupil dilation,1.14248759615,within-subject z
R2-02,CLC,cognitive load,-0.641726265337,within-subject z
R2-02,CLC,HR,0.707106781187,within-subject z
R2-02,CLC,gaze deviation variance,-1.0986064433,within-subject z
R2-02,CLC,gaze deviation median,-0.696473145964,within-subject z
R2-02,INT,eye openness,0.609314720878,within-subject z
R2-02,INT,pupil dilation,-0.716300922946,within-subject z
R2-02,INT,cognitive load,1.15221176608,within-subject z
R2-02,INT,HR,-0.707106781187,within-subject z
R2-02,INT,gaze deviation variance,0.85719591733,within-subject z
R2-02,INT,gaze deviation median,-0.449381047005,within-subject z
R2-02,BOR,boredom,9,self-report
R2-02,BOR,engagement,1,self-report
R2-02,BOR,sleep-fight,9,self-report
R2-02,BOR,fatigue before,6,self-report
R2-02,BOR,fatigue after,9,self-report
R2-02,CLC,boredom,8,self-report
R2-02,CLC,engagement,4,self-report
R2-02,CLC,sleep-fight,7,self-report
R2-02,CLC,fatigue before,6,self-report
R2-02,CLC,fatigue after,8,self-report
R2-02,INT,boredom,7,self-report
R2-02,INT,engagement,6,self-report
R2-02,INT,sleep-fight,6,self-report
R2-02,INT,fatigue before,5,self-report
R2-02,INT,fatigue after,7,self-report
