subject,stimulus,t_s,channel,value
R2-01,BOR,0,eye openness,1
R2-01,BOR,1,eye openness,1
R2-01,BOR,2,eye openness,1
R2-01,BOR,3,eye openness,1
R2-01,BOR,4,eye openness,1
R2-01,BOR,5,eye openness,1
R2-01,BOR,6,eye openness,0.608333333333
R2-01,BOR,7,eye openness,1
R2-01,BOR,8,eye openness,1
R2-01,BOR,9,eye openness,1
R2-01,BOR,10,eye openness,1
R2-01,BOR,11,eye openness,0.191666666667
R2-01,BOR,12,eye openness,0
R2-01,BOR,13,eye openness,0
R2-01,BOR,14,eye openness,0
R2-01,BOR,15,eye openness,0
R2-01,BOR,16,eye openness,0
R2-01,BOR,17,eye openness,0
R2-01,BOR,18,eye openness,0
R2-01,BOR,19,eye openness,0
R2-01,BOR,20,eye openness,0
R2-01,BOR,21,eye openness,0
R2-01,BOR,22,eye openness,0
R2-01,BOR,23,eye openness,0
R2-01,BOR,24,eye openness,0
R2-01,BOR,25,eye openness,0
R2-01,BOR,26,eye openness,0
R2-01,BOR,27,eye openness,0
R2-01,BOR,28,eye openness,0
R2-01,BOR,29,eye openness,0
R2-01,BOR,30,eye openness,0
R2-01,BOR,31,eye openness,0
R2-01,BOR,32,eye openness,0
R2-01,BOR,33,eye openness,0
R2-01,BOR,34,eye openness,0
R2-01,BOR,35,eye openness,0
R2-01,BOR,36,eye openness,0
R2-01,BOR,37,eye openness,0
R2-01,BOR,38,eye openness,0
R2-01,BOR,39,eye openness,0
R2-01,BOR,40,eye openness,0
R2-01,BOR,41,eye openness,0
R2-01,BOR,42,eye openness,0
R2-01,BOR,43,eye openness,0.0333333333333
R2-01,BOR,44,eye openness,1
R2-01,BOR,45,eye openness,0.979166666667
R2-01,BOR,46,eye openness,1
R2-01,BOR,47,eye openness,0.8125
R2-01,BOR,48,eye openness,0.95
R2-01,BOR,49,eye openness,1
R2-01,BOR,50,eye openness,0.733333333333
R2-01,BOR,51,eye openness,1
R2-01,BOR,52,eye openness,1
R2-01,BOR,53,eye openness,1
R2-01,BOR,54,eye openness,1
R2-01,BOR,55,eye openness,1
R2-01,BOR,56,eye openness,1
R2-01,BOR,57,eye openness,1
R2-01,BOR,58,eye openness,0.7125
R2-01,BOR,59,eye openness,1
R2-01,BOR,60,eye openness,1
