subject,stimulus,t_s,channel,value
R2-02,BOR,0,eye openness,1
R2-02,BOR,1,eye openness,1
R2-02,BOR,2,eye openness,1
R2-02,BOR,3,eye openness,1
R2-02,BOR,4,eye openness,1
R2-02,BOR,5,eye openness,1
R2-02,BOR,6,eye openness,1
R2-02,BOR,7,eye openness,1
R2-02,BOR,8,eye openness,1
R2-02,BOR,9,eye openness,1
R2-02,BOR,10,eye openness,1
R2-02,BOR,11,eye openness,1
R2-02,BOR,12,eye openness,1
R2-02,BOR,13,eye openness,1
R2-02,BOR,14,eye openness,0.820833333333
R2-02,BOR,15,eye openness,0.5
R2-02,BOR,16,eye openness,0.5
R2-02,BOR,17,eye openness,0.254166666667
R2-02,BOR,18,eye openness,0.5625
R2-02,BOR,19,eye openness,1
R2-02,BOR,20,eye openness,1
R2-02,BOR,21,eye openness,1
R2-02,BOR,22,eye openness,1
R2-02,BOR,23,eye openness,1
R2-02,BOR,24,eye openness,1
R2-02,BOR,25,eye openness,1
R2-02,BOR,26,eye openness,0.833333333333
R2-02,BOR,27,eye openness,1
R2-02,BOR,28,eye openness,1
R2-02,BOR,29,eye openness,1
R2-02,BOR,30,eye openness,1
R2-02,BOR,31,eye openness,1
R2-02,BOR,32,eye openness,1
R2-02,BOR,33,eye openness,0.913223140496
R2-02,BOR,34,eye openness,0.870833333333
R2-02,BOR,35,eye openness,1
R2-02,BOR,36,eye openness,1
R2-02,BOR,37,eye openness,1
R2-02,BOR,38,eye openness,1
R2-02,BOR,39,eye openness,1
R2-02,BOR,40,eye openness,1
R2-02,BOR,41,eye openness,1
R2-02,BOR,42,eye openness,1
R2-02,BOR,43,eye openness,0.520833333333
R2-02,BOR,44,eye openness,0.325
R2-02,BOR,45,eye openness,0.491666666667
R2-02,BOR,46,eye openness,1
R2-02,BOR,47,eye openness,1
R2-02,BOR,48,eye openness,1
R2-02,BOR,49,eye openness,1
R2-02,BOR,50,eye openness,1
R2-02,BOR,51,eye openness,1
R2-02,BOR,52,eye openness,0.870833333333
R2-02,BOR,53,eye openness,1
R2-02,BOR,54,eye openness,1
R2-02,BOR,55,eye openness,1
R2-02,BOR,56,eye openness,1
R2-02,BOR,57,eye openness,1
R2-02,BOR,58,eye openness,1
R2-02,BOR,59,eye openness,1
R2-02,BOR,60,eye openness,0.7625
R2-02,BOR,61,eye openness,0.983333333333
R2-02,BOR,62,eye openness,1
R2-02,BOR,63,eye openness,1
R2-02,BOR,64,eye openness,1
R2-02,BOR,65,eye openness,1
R2-02,BOR,66,eye openness,1
R2-02,BOR,67,eye openness,1
R2-02,BOR,68,eye openness,0.783333333333
R2-02,BOR,69,eye openness,0.97520661157
R2-02,BOR,70,eye openness,1
R2-02,BOR,71,eye openness,1
R2-02,BOR,72,eye openness,1
R2-02,BOR,73,eye openness,1
R2-02,BOR,74,eye openness,1
R2-02,BOR,75,eye openness,0.833333333333
R2-02,BOR,76,eye openness,1
R2-02,BOR,77,eye openness,1
R2-02,BOR,78,eye openness,1
R2-02,BOR,79,eye openness,1
R2-02,BOR,80,eye openness,1
R2-02,BOR,81,eye openness,1
R2-02,BOR,82,eye openness,1
R2-02,BOR,83,eye openness,0.845833333333
R2-02,BOR,84,eye openness,1
R2-02,BOR,85,eye openness,1
R2-02,BOR,86,eye openness,1
R2-02,BOR,87,eye openness,0.8125
R2-02,BOR,88,eye openness,1
R2-02,BOR,89,eye openness,1
R2-02,BOR,90,eye openness,1
R2-02,BOR,91,eye openness,0.670833333333
R2-02,BOR,92,eye openness,0.789256198347
R2-02,BOR,93,eye openness,0.563025210084
R2-02,BOR,94,eye openness,1
