source,relation,target,locus,note
bor-sec-04,treats-construct,profound/deep boredom (FCM 3rd form),"pp.5, 7-8, 9, 15-23","central topic; tested against state, trait, and sui generis readings"
bor-sec-04,treats-construct,being-bored-by (1st form),"pp.6, 9","expository pass then compared to state boredom"
bor-sec-04,treats-construct,being-bored-with (2nd form),"pp.6-7, 9-10","dinner-party example; read as retroactive cognitive attitude not affective episode"
bor-sec-04,treats-construct,situational vs. trait/state boredom,"pp.3, 9-15","imported psychological scaffold used as the two-pronged identity test"
bor-sec-04,treats-construct,boredom proneness,"pp.4, 13-14","defined as what BPS operationalizes; linked to Bargdill's life-boredom testimonies"
bor-sec-04,treats-construct,boredom-as-regulatory-signal (functional account),pp.21-22,"borrowed via Elpidorou 2014/2018a/2018b to explain profound boredom's motivational character"
bor-sec-04,treats-construct,monotony / meaninglessness,"pp.3, 8, 9-10","recurs across state/second-form/profound-boredom levels"
bor-sec-04,treats-construct,temporality of boredom (time-drag),"pp.3, 5, 8","connective construct across altered time-perception and Zeitvertreib analysis"
bor-sec-04,treats-construct,attentional disengagement / meta-awareness,p.3,"light touch only, via state boredom's 'attentional difficulties'"
bor-sec-04,operationalizes-measure,self-report / survey scale (BPS),p.4,"Farmer and Sundberg 1986; surveyed from the literature, not administered"
bor-sec-04,operationalizes-measure,self-report / survey scale (ZBS),p.4,"Zuckerman 1979; surveyed from the literature, not administered"
bor-sec-04,construct-measured-by,boredom proneness,p.4,"BPS is the full-scale measure the chapter treats as adequate"
bor-sec-04,bridges-to-fcm,fcm-04-first-form,"FCM §§19-23, p.78-105 / this unit pp.6, 9","imports the two structural moments; adds the state-boredom comparison not present in FCM itself"
bor-sec-04,bridges-to-fcm,fcm-05-second-form,"FCM §§24-28, p.106-131 / this unit pp.6-7","dinner-party example; standing present (stehendes Jetzt); FCM 109/111-112/114/124 cited directly"
bor-sec-04,bridges-to-fcm,fcm-06-third-form,"FCM §§29-36, p.132-159 / this unit pp.7-8","keystone reading; es ist einem langweilig, telling refusal, Augenblick (FCM 135/140/149 cited)"
bor-sec-04,bridges-to-fcm,fcm-07-particular-profound,"FCM §§37-38, p.160-168 / this unit p.24 n.6","light/secondary: gestures at 'contemporary boredom' but defers to de Beistegui rather than reconstructing it"
bor-sec-04,shifts-debate-axis,profound boredom is boredom <-> distinct existential mood,pp.15-21,"PRIMARY GROUNDING for this cluster axis: constructs the sui generis / distinct-mood pole from Heidegger's own formal-indication remarks (p.16), then argues for the 'profound boredom is boredom' side in a qualified, hybrid sense (pp.19-23), not an unqualified identification"
bor-sec-04,contests-reading-of,sui generis reading of profound boredom (formal-indication tradition),pp.17-20,"four counter-considerations: methodological pointlessness, FCM 156 ontological dependency, recurrence of features in trait/state boredom, metaphilosophical self-undermining"
bor-sec-04,qualifies,FCM 156 (ontological priority of third form),p.19,"reads 'the first is itself presumably still rooted in the possibility of the third' as evidence against sui generis, i.e. for continuity between forms"
bor-sec-04,contests,state boredom as identical to profound boredom,pp.9-12,"state boredom lacks totalizing scope and philosophical/ontological import; 'not profound enough'"
bor-sec-04,contests,trait boredom as identical to profound boredom,pp.12-15,"trait boredom is frequency-dependent, personality-grounded, and pathological/incapacitating rather than authenticity-disclosing"
bor-sec-04,defines,Grundstimmung (fundamental / grounding mood),p.11,"distinguished from emotion; the ontic manifestation of Befindlichkeit"
bor-sec-04,defines,Augenblick (moment of vision),p.8,"Dasein's authentic self-disclosure amid profound boredom's telling refusal"
bor-sec-04,cites,"Van Tilburg and Igou (2011, 2012) meaning-regulation account","pp.9-10, 21","boredom's intimate relation to perceived meaninglessness; state boredom triggers meaning-reestablishment strategies"
bor-sec-04,cites,Eastwood et al. (2012) The Unengaged Mind,note 2 / p.23,"recent review of state boredom cited for further empirical grounding"
bor-sec-04,cites,de Beistegui (2003) Thinking with Heidegger,note 3 and note 6 / pp.23-24,"radicalization-of-fundamental-ontology reading; deferred-to authority on FCM's contemporary-boredom passage"
bor-sec-04,cites,Bargdill (2000) The Study of Life Boredom,pp.13-14,"first-personal testimonies used as a proxy for trait/totalizing boredom"
bor-sec-04,cites,Maltsberger (2000) Mansur Zaskar,pp.14-15,"clinical case testimony illustrating trait boredom's incapacitating, non-motivating character"
bor-sec-04,instances-in-text,Bargdill/Maltsberger first-person testimonies,pp.13-15,"used as evidence that totalizing trait boredom is pathological rather than authenticity-disclosing"
bor-sec-04,cites-cluster-author,bor-sec-02 (Elpidorou and Freeman -- Affectivity in Heidegger I 2015),"pp.9, 11","cited for Befindlichkeit / moods-and-emotions framework underlying the Grundstimmung argument"
bor-sec-04,cites-cluster-author,bor-sec-03 (Freeman and Elpidorou -- Affectivity in Heidegger II 2015),note 5 / p.23,"cited as an earlier, fuller discussion of temporality and boredom that this chapter expands"
bor-sec-04,cites-cluster-author,bor-sec-25 (Elpidorou -- The Bored Mind Is a Guiding Mind 2018a),"pp.11, 21-22","cited for the claim that state boredom is revealing, and for its regulatory-theory account of state boredom's motivational function"
bor-sec-04,cites-cluster-author,bor-sec-26 (Elpidorou -- The Good of Boredom 2018b),pp.21-22,"cited alongside 2018a and 2014 for state boredom's motivating, meaning-restorative character"
bor-sec-04,bridges-to-part-iii,Part III student-boredom survey construct mapping,P/anticipatory-application,"caution that BPS-style survey items measure trait boredom only, not Heideggerian profound boredom -- see .md Analytical role section"
bor-sec-04,grounds-measure,****** UNVERIFIED: Boredom Experiment (VR Attention Study),P/anticipatory-application,"dataset entry not yet built as of 2026-07-14; hybrid state+trait category (p.22 Table 1) flagged as a candidate future mapping target, not a claim of this source"
