stimulus,channel,subject,round,value,poolable
BOR,eye closure,S01,1,0.0895316804408,True
BOR,eye closure,S02,1,0.179224579371,True
BOR,eye closure,S03,1,0.158865248227,True
BOR,eye closure,S04,1,0.081682167408,True
BOR,eye closure,S05,1,0.778152678195,True
BOR,eye closure,S06,1,0.156532456861,True
BOR,eye closure,S07,1,0.466206896552,True
BOR,eye closure,S08,1,0.576506285219,True
BOR,eye closure,R2-01,2,0.18419128103,True
BOR,eye closure,R2-02,2,0.246625847115,True
BOR,eye closure,R2-03,2,0.116570351144,True
BOR,eye closure,R2-04,2,0.0778134122775,True
BOR,pupil dilation,S01,1,2.96459598529,True
BOR,pupil dilation,S02,1,3.4959007483,True
BOR,pupil dilation,S03,1,3.06636286403,True
BOR,pupil dilation,S04,1,2.91097288492,True
BOR,pupil dilation,S05,1,3.21932954417,True
BOR,pupil dilation,S06,1,3.24475014203,True
BOR,pupil dilation,S07,1,3.57928615005,True
BOR,pupil dilation,S08,1,3.60642993124,True
BOR,pupil dilation,R2-01,2,2.80556689778,True
BOR,pupil dilation,R2-02,2,3.39493061309,True
BOR,pupil dilation,R2-03,2,3.8459363748,True
BOR,pupil dilation,R2-04,2,3.76285584392,True
BOR,cognitive load,S01,1,0.571258327824,True
BOR,cognitive load,S02,1,0.421736980959,True
BOR,cognitive load,S03,1,0.520318721513,True
BOR,cognitive load,S04,1,0.595359283461,True
BOR,cognitive load,S05,1,0.664864258541,True
BOR,cognitive load,S06,1,0.595438342235,True
BOR,cognitive load,S07,1,0.405013551034,True
BOR,cognitive load,S08,1,0.337761007802,True
BOR,cognitive load,R2-01,2,0.529869192779,True
BOR,cognitive load,R2-02,2,0.468603471289,True
BOR,cognitive load,R2-03,2,0.547926283707,True
BOR,cognitive load,R2-04,2,0.472906090452,True
BOR,HR,S01,1,79.4072543618,True
BOR,HR,S02,1,68.307973665,True
BOR,HR,S03,1,86.390070922,True
BOR,HR,S04,1,98.4739183178,True
BOR,HR,S05,1,57.7666523421,True
BOR,HR,S06,1,92.2900575185,True
BOR,HR,S07,1,93.2565517241,True
BOR,HR,S08,1,89.3710446467,True
BOR,HR,R2-01,2,,True
BOR,HR,R2-02,2,,True
BOR,HR,R2-03,2,79.1625615764,True
BOR,HR,R2-04,2,72.9950248756,True
BOR,gaze deviation variance,S01,1,0.0107842078986,False
BOR,gaze deviation variance,S02,1,0.00953065061937,False
BOR,gaze deviation variance,S03,1,0.0094745823527,False
BOR,gaze deviation variance,S04,1,0.0169382654317,False
BOR,gaze deviation variance,S05,1,0.00858120563743,False
BOR,gaze deviation variance,S06,1,0.0156226650676,False
BOR,gaze deviation variance,S07,1,0.0105209882133,False
BOR,gaze deviation variance,S08,1,0.0078297281665,False
BOR,gaze deviation variance,R2-01,2,0.0121623966918,False
BOR,gaze deviation variance,R2-02,2,0.0112881767617,False
BOR,gaze deviation variance,R2-03,2,0.00824855148803,False
BOR,gaze deviation variance,R2-04,2,0.00978690997551,False
BOR,gaze deviation (per-file baseline),S01,1,0.148497449904,False
BOR,gaze deviation (per-file baseline),S02,1,0.185243758329,False
BOR,gaze deviation (per-file baseline),S03,1,0.198297755913,False
BOR,gaze deviation (per-file baseline),S04,1,0.205063405581,False
BOR,gaze deviation (per-file baseline),S05,1,0.173011560307,False
BOR,gaze deviation (per-file baseline),S06,1,0.241530182077,False
BOR,gaze deviation (per-file baseline),S07,1,0.184352922407,False
BOR,gaze deviation (per-file baseline),S08,1,0.102039080024,False
BOR,gaze deviation (per-file baseline),R2-01,2,0.179169320734,False
BOR,gaze deviation (per-file baseline),R2-02,2,0.195426281861,False
BOR,gaze deviation (per-file baseline),R2-03,2,0.131123317035,False
BOR,gaze deviation (per-file baseline),R2-04,2,0.121732598556,False
