source,relation,target,locus,note
bor-sec-54,cites,"Heidegger -- SZ (Being and Time), GA 29/30 (FCM), GA 65 (Beitrage), GA 89 (Zollikon Seminars), GA 27, GA 61, GA 39, GA 8, GA 11","pp.245-262 passim","Primary source throughout; nearly every claim keyed to a specific Heidegger text and German pagination (FE)"
bor-sec-54,cites,Agamben (2002) The Passion of Facticity,p.256,"Facticius/nativus etymology; Husserl/Sartre-vs.-Heidegger contrast on facticity, grounding the expropriation thesis (FE)"
bor-sec-54,cites,Derrida (2008) The Gift of Death,p.257,"Ethical responsibility arises constitutively from aporia and paradox (FE)"
bor-sec-54,cites,Sheehan (2018) But What Comes Before the 'After'?,p.258,"Thrownness 'bespeaks' Befindlichkeit as a priori affective attunement (FE)"
bor-sec-54,cites,Kant (contrast case),p.262,"Rejected model: responsibility as self-originating cause of a causal series (FE)"
bor-sec-54,cites,Descartes (contrast case),p.246,"Rejected model: 'pure inspection of the mind alone' vs. mood-disposed thinking (FE)"
bor-sec-54,cites,Spinoza (counter-mood point),p.254,"Only a counter-mood, not will or cognition, masters a mood (FE)"
bor-sec-54,cites-cluster-author,bor-sec-46,p.258 (cross-cluster),"Thomas Sheehan is also the author of Ch.2 of this same volume/cluster (bor-sec-46, 'Heidegger: pathos as the Thing Itself'); Raffoul here cites a different 2018 Sheehan essay, not the Ch.2 chapter itself (P/anticipatory-application)"
bor-sec-54,defines,ethics of moods (Raffoul's coinage),p.247,"To be thrown in a mood already engages a response, an original responsibility (FAITHFUL-Raffoul, p.247)"
bor-sec-54,defines,Befindlichkeit / disposition,p.248,"Ontological characterization of the ontical phenomenon 'mood' (FAITHFUL-Raffoul, p.248, SZ 134)"
bor-sec-54,defines,Geworfenheit (thrownness),"pp.256-258","Being's 'that it is,' veiled in whence/whither yet disclosed in itself; Heidegger's ontological name for birth (FAITHFUL-Raffoul, p.258, SZ 135)"
bor-sec-54,defines,Last (burden),"pp.253-254","Being becomes manifest as a burden in having a mood (FAITHFUL-Raffoul, p.253, SZ 134)"
bor-sec-54,defines,Faktizitat vs. Tatsachlichkeit,"pp.256, 259-260","Facticity (Verfallenheit) sharply distinguished from mere contingent factuality (Zufalligkeit) via Agamben on Husserl/Sartre (FAITHFUL-Raffoul, pp.259-260)"
bor-sec-54,defines,Schuldigsein (being-guilty),"pp.260-261","Taking-over of an unmasterable thrownness; the paradox of being a 'thrown basis' (FAITHFUL-Raffoul, p.261, SZ 284)"
bor-sec-54,defines,Ereignis des Entzugs (event of withdrawal),"pp.259-260","Withdrawal as an event that calls and claims Dasein, not mere absence (FAITHFUL-Raffoul, p.260, GA 8)"
bor-sec-54,qualifies,Stimmung / Grundstimmung,p.251,"Rejects the very term 'affect' (Affizierung) as implying an external impression on a passive subject (FAITHFUL-Raffoul, p.251)"
bor-sec-54,extends,heidegger's ontology of mood (BT sec29-30; FCM; Zollikon),"pp.247-248, 257-262","Extends Heidegger's ontology of mood into an explicit ethics of original responsibility (FE)"
bor-sec-54,instances-in-text,facticity and thrownness as site of responsibility,"pp.255-260","The burden/weight of facticity is what is 'carried' by an original responsibility (FAITHFUL-Raffoul)"
bor-sec-54,instances-in-text,being-guilty as the concrete form of the ethics of moods,"pp.260-262","Schuldigsein in BT is the textual site where the ethics of moods becomes concrete (FAITHFUL-Raffoul)"
bor-sec-54,instances-in-text,withdrawal as what calls Dasein to responsibility,"pp.259-260","Not positive presence but the event of withdrawal itself calls and claims Dasein (FAITHFUL-Raffoul)"
bor-sec-54,instances-in-text,birth/natality via thrownness (Sein zum Anfang),"pp.256-257","Thrownness as Heidegger's ontological name for birth, addressed at BT sec72 (FAITHFUL-Raffoul, p.256)"
bor-sec-54,contests,psychologism / third-class-of-experience reading of moods,"pp.249-251","Moods are not a subordinate 'third class' of experience beneath reason/will, nor subjective coloring of an objective world (FAITHFUL-Raffoul, p.250)"
bor-sec-54,contests,Kantian self-causing-subject model of responsibility,p.262,"Responsibility grounded not in self-origination of a causal series but in being thrown into an existence one must answer for (FAITHFUL-Raffoul, p.262)"
bor-sec-54,concedes,opacity-forecloses-responsibility objection,"pp.247-248, 253-254","Concedes that moods' radical opacity and unintelligibility seem to place them beyond any ethical appropriation (FAITHFUL-Raffoul, p.247)"
