source,relation,target,locus,note
rdr-10,defines,paratext,"Methodology section; pp. 348-349","Re-reads Genette's 'thresholds' as performative/illocutionary and co-constitutive of reading, not ontologically separate from the text"
rdr-10,defines,remediation,"pp. 353; Conclusion","Bolter & Grusin's double sense: reform/restore-upon the medium AND heal (Latin remederi, 'to restore health')"
rdr-10,defines,gamespace,"Agency on the environment; pp. 353-355","After Wark/Anikina/Munster: environment as everywhere/nowhere, a network aesthetic flattening all relations to the user's experience"
rdr-10,defines,agency-as-affect-of-control,"Agency on the narrative; p. 351","Following Owen, agency reframed as the affect of being in control rather than literal causal efficacy"
rdr-10,cites,Genette 1987,"pp. 348-349; Conclusion","Foundational paratext theory; 'Ulysses if it were not titled Ulysses' thought experiment; illocutionary force"
rdr-10,cites,Bolter & Grusin 1999,"p. 353; Conclusion","Remediation concept; videos 'reform and restore upon' the videogame and 'fulfill its unkept promise'"
rdr-10,cites,Consalvo 2016,"Methodology; Conclusion","Paratexts de-center the game-as-text and 'provide challenges to sedimented meanings'"
rdr-10,cites,Gray 2010,"p. 348","Paratexts extend a product's lifetime and circulate across communities"
rdr-10,cites,Wark 2007,"pp. 352-355; Conclusion","'Gamespace' everywhere/nowhere; turning 'story-line into navigation'"
rdr-10,cites,Morton 2013,"Remediating a global pandemic; p. 354","COVID-19 glossed as a 'hyperobject' refracted in micro-actions"
rdr-10,cites,Barad 2007,"Methodology; p. 349","Routes Genette into the representationalism-vs-performativity debate"
rdr-10,cites,Galloway 2006,"Agency on the environment; p. 353","'Nonlinear narrative' unfolding algorithmically during gameplay"
rdr-10,extends,Genette 1987,"pp. 348-349","Extends paratext theory to algorithmically generated YouTube thumbnails and to the performative production of affect in videogame players"
rdr-10,extends,Bolter & Grusin 1999,"p. 353","Applies remediation to player paratexts that 'heal' the wound between Arthur's symptom and its invisible cause"
rdr-10,extends-reading-of,Wark 2007,"pp. 354-355","Extends 'gamespace' from videogames to the lived/socio-economic prevention space of the COVID-19 pandemic"
rdr-10,contests,Ryan 2004,"Agency on the narrative; p. 351","Contra Marie-Laure Ryan, re-values the 'retrospective availability of meaning' of videogames and digital simulations"
rdr-10,concedes,scale-asymmetry-game-vs-pandemic,"Abstract; Methodology","Concedes the case studies are 'diverse in nature, gravity and scale'; analogy offered as a 'comparable affective structure', not equivalence"
rdr-10,qualifies,participatory-culture-thesis,"Introduction; p. 347","Qualifies Jenkins's participatory culture: these paratexts are distinctive because players seek a cure yet affirm none exists ('there is no cure')"
rdr-10,qualifies,illusion-of-agency,"Agency on the narrative; p. 351","With Stang and Smethurst & Craps, qualifies branching-narrative agency as illusory and in surplus to actual affordances"
rdr-10,cites,Stang 2019,"p. 351; Conclusion","The Walking Dead's narrative branches offer control 'largely in surplus' to available options"
rdr-10,cites,Joyce 2016,"Agency on the environment; p. 353","Ludic agency (control over character) vs narrative agency (control over story)"
rdr-10,cites,Cole & Gillies 2021,"p. 353","'Mechanical' vs 'fictional' agency pertaining to world, story, narrative, or NPCs"
rdr-10,cites,Nakamura 2009,"Agency on the environment; p. 354","Racialization of NPC labor; WoW gold-farmers deprived of 'avatarial self-possession'"
rdr-10,cites,Gumeny 2019,"Introduction; p. 347","Polygon review: 'a person doesn't lose their agency because of a diagnosis of a terminal illness'; praised TB representation"
rdr-10,instances-in-text,thomas-downes-hypothesis-video,"Agency on the environment; pp. 352-353","Doak1851 video (30 Nov 2018, 2M+ views, 5000+ comments) exploiting one-item-removal to mask Arthur; admitting outcome cannot change"
rdr-10,instances-in-text,youtube-thumbnails-as-paratexts,"Agency on the narrative; pp. 350-351","Named thumbnails ('Arthur NEVER Dies...', 'TB Cure secret outcome', 'Revisiting the Doctor', 'Avoid Getting Tuberculosis from Thomas Downes') promising forks never present in the game"
rdr-10,treats-game-element,Arthur's tuberculosis,"Abstract; Introduction","Central event: contracted in Saint Denis, not shown, incurable in 1899, slows Arthur and impairs healing; 'a consequence with no actions'"
rdr-10,treats-game-element,Owl Feather Trinket,"Introduction; p. 347","Item that powers up Arthur and partially alleviates TB symptoms but does not cure the disease"
rdr-10,treats-game-element,Thomas Downes encounter,"Agency on the environment; pp. 352-353","Mandatory early debt-collection beat; close-range beating of a sick farmer; community-theorized infection point; cannot be skipped (respawns if killed)"
rdr-10,treats-game-element,four endings / Arthur's death,"Introduction; p. 347","All four endings kill Arthur while severely affected by TB; final-act choices defined by impending death"
rdr-10,treats-game-element,mask one-item-removal quirk,"Agency on the environment; p. 353","Engine removes only one equipped item; exploited (horse lead) to keep Arthur masked while beating Downes"
rdr-10,treats-game-element,NPC respawn / cutscene item stripping,"Agency on the environment; p. 353","Killing Downes yields two Downeses; fight cutscene strips equipped masks; shows environment's resistance to player will"
rdr-10,treats-game-element,open-world violence (honor-adjacent),"Agency on the environment; p. 353","Pre-illness Arthur hunts/beats/robs; 'the environment is his playground'; honor system not analyzed as a formal mechanic"
rdr-10,shifts-debate-axis,player-agency<->scripted-constraint,"throughout","Reframes the agency debate from 'do choices matter' to affect and white able-bodied normativity; constraint relocated to the invisibility of cause"
rdr-10,shifts-debate-axis,representation<->performativity,"Methodology; Remediating a global pandemic","Pushes from representation toward performativity/mediation per the special issue's post-humanist turn"
