source,relation,target,locus,note
bor-sec-23,bridges-to-fcm,fcm-04-first-form,"FCM §§19-23 book pp.78-105 (cf. Murphy et al. p.278)","Train-station/airport-lounge example cited as the sole situative form; correctly reproduces its internal limbo/emptiness structure and applies it as the template for all superficial-boredom interview data (FAITHFUL-Murphy et al., p.278)."
bor-sec-23,bridges-to-fcm,fcm-06-third-form,"FCM §§29-38 book pp.132-159 (cf. Murphy et al. p.278-279, 286-287)","Profound boredom cited via Heidegger's 'undifferentiated no one' (1995: 135) and 'this boredom wishes to tell us something,' glossed via Benjamin's dream-bird metaphor and Gardiner's 'utopian' reading (FAITHFUL-Murphy et al., p.278-279, 286)."
bor-sec-23,bridges-to-fcm,fcm-07-particular-profound,"FCM epochal/historical material (cf. Murphy et al. p.279, citing Heidegger 1995 p.295 at p.287)","(P/anticipatory-application) Murphy et al.'s own stated aim is 'extending Heidegger's theory of boredom to analyse contemporary boredom in an era where digital technology is ubiquitous' (p.275); the 'Boredom and Time' subsection's question of whether profound boredom remains possible given digital distraction (Svendsen/Buchanan/Gardiner/Hand, p.279) belongs to fcm-07's epochal territory. NOTE: the p.295 citation for 'authentic being-in-the-world'/'moment of vision' (Murphy et al. p.287) falls outside the boredom-chapter page range established elsewhere in this cluster (book pp.78-168); flagged as an honest page-locus discrepancy, not silently reconciled."
bor-sec-23,treats-construct,profound/deep boredom (FCM 3rd form),"p.275, 285-287","Central positive construct: existential discomfort with one's sense of self that catalyzes discovery of new tribal passions (FAITHFUL-Murphy et al., p.275, 285-287)."
bor-sec-23,treats-construct,being-bored-by (1st form),"p.278, 281-284","Only situative form cited by name/example; train-station/airport-lounge limbo-emptiness template applied throughout the superficial-boredom findings (FAITHFUL-Murphy et al., p.278)."
bor-sec-23,treats-construct,monotony / meaninglessness,"p.276, 285","'Groundhog Day'-like monotony, life 'appeared on pause'; Catherine's account of lockdown 'at its worst' as a 'dull Groundhog Day' (FAITHFUL-Murphy et al., p.276, 285)."
bor-sec-23,treats-construct,temporality of boredom (time-drag),"p.279, 282-286","Reframed via 'temporal regimes' (connectivity/acceleration vs. abundance-of-time); explicitly rejects a naive time-slows-down reading of Heidegger's 'feeling of time' claim (FAITHFUL-Murphy et al., p.279, citing Anderson 2004)."
bor-sec-23,treats-construct,flow / engagement (contrast pole),"p.278, 288-289","Identifies and contests 'boredom is the opposite of a flow state' (Mathwick and Rigdon, 2004) as the dominant consumer-psychology framing; positions the generative reading of profound boredom as a corrective (FAITHFUL-Murphy et al., p.278, 288-289)."
bor-sec-23,treats-construct,mind-wandering / task-unrelated thought,"p.278, 287-288","Thin treatment via Heath and Nixon's (2021) 'daydreaming' work, cited as both a negative-boredom symptom and a parallel mundane emotion for future research; not analyzed in the interview data itself (FAITHFUL-Murphy et al., p.278, 287-288)."
bor-sec-23,treats-construct,boredom-as-regulatory-signal (functional account),"p.278-279, 288","(P/anticipatory-application) Not explicitly cited (Elpidorou's regulatory-theory literature absent from the reference list), but structurally paralleled: the 'utopian'/generative reading of profound boredom runs in the same direction as a functional/adaptive account, reached via Heidegger/Benjamin/Gardiner rather than cognitive-psychological regulatory theory."
bor-sec-23,operationalizes-measure,self-report / survey scale,p.280-281,"Semi-structured phenomenological interviews (Thompson et al., 1989 method); N=15 participants, 20 interviews (5 follow-up), 40-100 min, transcribed verbatim; not a validated psychometric instrument (FAITHFUL-Murphy et al., p.280-281)."
bor-sec-23,construct-measured-by,monotony / meaninglessness,p.281-286,"Monotony/meaninglessness themes extracted from iterative coding of interview transcripts (35 first-order codes including 'social media consumption,' 'lack of fun,' 'time,' 'distraction,' 'restlessness') against Heidegger's typology and temporal-regimes literature (FAITHFUL-Murphy et al., p.281)."
bor-sec-23,defines,mundane emotions (TERM),p.276,"Coins 'mundane emotions' to name the distinctive emotional textures that flow from everyday routines, positioning boredom as the paper's test case (FAITHFUL-Murphy et al., p.276)."
bor-sec-23,instances-in-text,monotony / meaninglessness,p.285,"Catherine's account glossed: lockdown 'at its worst' as a 'dull Groundhog Day,' 'nothing exciting going on, day after day,' 'losing myself there for a while' instantiates the monotony/loss-of-self theme (FAITHFUL-survey-respondent via Murphy et al., p.285)."
bor-sec-23,instances-in-text,temporality of boredom (time-drag),"p.283-284","Charlotte's account glossed: smartphone connectivity de-absorbs both partners from jointly watching a film, instantiating connectivity's fragmentation of shared attention/time (FAITHFUL-survey-respondent via Murphy et al., p.283-284)."
bor-sec-23,instances-in-text,profound/deep boredom (FCM 3rd form),"p.286-287","Richard's account glossed ('an undifferentiated no one,' feeling empty, questioning who he is) and Darren's account glossed (quitting a call-centre job, rediscovering cycling, pursuing a new career) instantiate profound boredom's generative structure (FAITHFUL-survey-respondent via Murphy et al., p.286-287)."
bor-sec-23,instances-in-text,being bored together (THEME),"p.283-284","Charlotte's account of failing to watch a film with her partner due to shared phone-distraction instantiates superficial boredom spreading within a dyad (FAITHFUL-survey-respondent via Murphy et al., p.283-284)."
bor-sec-23,cites,"Heidegger, Martin -- Fundamental Concepts of Metaphysics (AUTHOR)","p.278-280, 287","Primary phenomenological source for the two-form boredom typology, boredom's relation to time, and the 'moment of vision'/'authentic being-in-the-world' payoff (FAITHFUL-Murphy et al., p.278-280, 287)."
bor-sec-23,cites,"Cova, Bernard (INTERLOCUTOR)",p.275-277,"Consumer-tribes theory the paper positions itself against/beyond (dramatic, shared, joyful tribal emotion) and draws on directly for 'tribal passions' (FAITHFUL-Murphy et al., p.275-277, 286-287)."
