source,relation,target,locus,note
ped-sec-12,treats-construct,presence (spatial/physical),p.10,"Proposed mediating mechanism for the home/classroom equivalence finding; theorized via Lee (2004)'s definition, not measured in this study (FAITHFUL-Makransky, p.10)."
ped-sec-12,treats-construct,affect: enjoyment & intrinsic motivation,"p.6, 8-9","Measured via 5-item scale adapted from Deci & Ryan; null home/classroom difference, d=0.02 (FE)."
ped-sec-12,treats-construct,self-efficacy,"p.6, 9-10","Measured via 8-item MSLQ-adapted scale; null overall difference (d=0.09) but a mastery-orientation x setting interaction (FE)."
ped-sec-12,treats-construct,learning outcomes: retention & transfer,"p.6, 8","Measured via 20-item Rasch-validated test (16 fitting items); null home/classroom difference, d=0.14, the study's central empirical contribution (FE)."
ped-sec-12,tests-condition,home vs classroom setting,pp.4-10,"Primary manipulated condition: same simulation completed unsupervised at home (n=62) vs. supervised in a computer lab (n=50); between-subjects (FE)."
ped-sec-12,tests-condition,desktop-3D / non-immersive VR,pp.4-6,"Medium held constant across both conditions (Labster 'Bacterial Isolation' simulation); not itself manipulated, but the condition both groups share (FE)."
ped-sec-12,construct-under-condition,learning outcomes: retention & transfer,under home vs classroom setting,"d=0.14 (95% CI -0.24 to 0.53), null; robust to prior-knowledge and goal-orientation covariates (FE, p.8-9)."
ped-sec-12,construct-under-condition,affect: enjoyment & intrinsic motivation,under home vs classroom setting,"d=0.02 (95% CI -0.36 to 0.39), null (FE, p.8)."
ped-sec-12,construct-under-condition,self-efficacy,under home vs classroom setting,"d=0.09 overall (95% CI -0.29 to 0.46), null, but significant mastery-orientation x setting interaction (p=.0263) (FE, p.9-10)."
ped-sec-12,defines,equivalence hypothesis (TERM),p.2,"Extension of Clark's (1983) methods-not-media theory from instructional medium to physical learning context (FAITHFUL-Makransky, p.2)."
ped-sec-12,extends-reading-of,methods-not-media (Clark 1983) (THEORY-MODEL),"p.2, 10","This study's own theoretical move: extends Clark's medium-vs-method distinction to physical context (home vs. classroom) rather than instructional medium (FAITHFUL-Makransky, p.2)."
ped-sec-12,cites,"Clark, Richard E. (INTERLOCUTOR)","p.2, 10","Source of the methods-not-media theory this study extends (FE)."
ped-sec-12,cites,"Mayer, Richard E. (AUTHOR)","p.4 (co-author), throughout","Co-author; multimedia-learning-principles framework informing the simulation's instructional design (FE)."
ped-sec-12,cites,"Lee, Kwan Min (INTERLOCUTOR)",p.10,"Source of the presence definition used as the proposed (untested) theoretical mediator of the equivalence finding (FAITHFUL-Makransky, p.10)."
ped-sec-12,cites,"Pintrich, Paul R. (INTERLOCUTOR)","p.3-4, 6","Source of the PALS achievement-goal-orientation framework used as a moderator/covariate (FE)."
ped-sec-12,cites,"Kalyuga, Slava (INTERLOCUTOR)",p.3-4,"Source of the expertise-reversal-effect literature motivating the prior-knowledge moderator question (FE)."
