source,relation,target,locus,note
ped-sec-29,treats-construct,social presence / co-presence,"pp.456-457, 460-472, 474-476 (Tables 1-3)","Central, namesake construct; treated as a critical object via Table 1 (definitions taxonomy), Table 2 (measures taxonomy), the five-limitation diagnosis, and the four-criterion remedy (FE/FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,treats-construct,presence (spatial/physical),"pp.456-457, 460","Distinguished from social presence at the outset as telepresence ('sense of being there'); treated as settled background, not independently critiqued (FE)."
ped-sec-29,treats-construct,agency / interactivity,"pp.463-465, 472-473","Treated via the proposed 'psychological question' (attribution of agency/minds to representations, linked to Dennett's intentional stance) and the behavioral-engagement definitional cluster; not independently operationalized (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,treats-construct,embodiment / self-representation,"pp.461-462, 476",Body (physical or avatar) as the key medium communicating presence and cueing a model of the other's internal states; Table 3's disconnected-avatar stress-test scenario (FAITHFUL-Biocca-Burgoon-Harms).
ped-sec-29,defines,social presence (TERM),p.456-457,"Provisional working definition ('sense of being with another'), explicitly flagged as inadequate shorthand pending refinement (FE)."
ped-sec-29,defines,copresence (TERM),pp.460-463,"One of three definitional clusters in Table 1: colocation/mutual sensory awareness, after Goffman 1959 and Heeter 1992 (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,defines,psychological involvement (TERM),pp.463-465,"Second Table 1 cluster: access to another intelligence (Biocca 1997), salience of the other (Short et al.), intimacy/immediacy, mutual understanding/homophily (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,defines,behavioral engagement (TERM),"pp.465-466, 479-480","Third Table 1 cluster: interdependent, multichannel exchange of behavior (Palmer 1995) (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,defines,technology question (TERM),pp.472-473,The article's own coinage: 'what properties of representations of other beings elicit social responses from users-viewers' (FE).
ped-sec-29,defines,psychological question (TERM),pp.472-473,The article's own coinage: 'what properties of humans elicit attributions of cognitive states to representations' (FE).
ped-sec-29,defines,social presence dial (TERM),pp.459-460,Bob Lucky's imagined dial that could turn social presence up or down; illustrates that 'more is not always better' (FAITHFUL-Biocca-Burgoon-Harms).
ped-sec-29,instances-in-text,intentional stance (Dennett) (TERM),pp.472-473,Borrowed concept used to ground the article's own 'psychological question'; not the article's own coinage (FAITHFUL-Biocca-Burgoon-Harms).
ped-sec-29,instances-in-text,sculpture example (THEME),"pp.474-476, Table 3",Stress-test scenario for the 'span technology generations' criterion: an individual feels social presence while observing a sculpture (FAITHFUL-Biocca-Burgoon-Harms).
ped-sec-29,instances-in-text,disconnected avatar example (THEME),"p.476, Table 3",Stress-test scenario for the 'real vs. illusory interaction' criterion: a user continues to feel an avatar is interacting after the controlling human has disconnected (FAITHFUL-Biocca-Burgoon-Harms).
