subject,stimulus,t_s,channel,value
R2-04,BOR,0,eye openness,0.729166666667
R2-04,BOR,1,eye openness,0.725
R2-04,BOR,2,eye openness,1
R2-04,BOR,3,eye openness,0.8125
R2-04,BOR,4,eye openness,0.779166666667
R2-04,BOR,5,eye openness,1
R2-04,BOR,6,eye openness,0.8125
R2-04,BOR,7,eye openness,1
R2-04,BOR,8,eye openness,1
R2-04,BOR,9,eye openness,0.391666666667
R2-04,BOR,10,eye openness,0
R2-04,BOR,11,eye openness,0
R2-04,BOR,12,eye openness,0
R2-04,BOR,13,eye openness,0
R2-04,BOR,14,eye openness,0
R2-04,BOR,15,eye openness,0
R2-04,BOR,16,eye openness,0
R2-04,BOR,17,eye openness,0
R2-04,BOR,18,eye openness,0
R2-04,BOR,19,eye openness,0
R2-04,BOR,20,eye openness,0
R2-04,BOR,21,eye openness,0
R2-04,BOR,22,eye openness,0
R2-04,BOR,23,eye openness,0
R2-04,BOR,24,eye openness,0
R2-04,BOR,25,eye openness,0
R2-04,BOR,26,eye openness,0
R2-04,BOR,27,eye openness,0
R2-04,BOR,28,eye openness,0
R2-04,BOR,29,eye openness,0
R2-04,BOR,30,eye openness,0
R2-04,BOR,31,eye openness,0
R2-04,BOR,32,eye openness,0
R2-04,BOR,33,eye openness,0
R2-04,BOR,34,eye openness,0
R2-04,BOR,35,eye openness,0
R2-04,BOR,36,eye openness,0
R2-04,BOR,37,eye openness,0
R2-04,BOR,38,eye openness,0
R2-04,BOR,39,eye openness,0.333333333333
R2-04,BOR,40,eye openness,1
R2-04,BOR,41,eye openness,1
R2-04,BOR,42,eye openness,1
R2-04,BOR,43,eye openness,0.825
R2-04,BOR,44,eye openness,0.858333333333
R2-04,BOR,45,eye openness,1
R2-04,BOR,46,eye openness,0.8375
R2-04,BOR,47,eye openness,1
R2-04,BOR,48,eye openness,1
R2-04,BOR,49,eye openness,1
R2-04,BOR,50,eye openness,1
R2-04,BOR,51,eye openness,1
R2-04,BOR,52,eye openness,1
R2-04,BOR,53,eye openness,1
R2-04,BOR,54,eye openness,1
R2-04,BOR,55,eye openness,1
R2-04,BOR,56,eye openness,1
R2-04,BOR,57,eye openness,1
R2-04,BOR,58,eye openness,1
R2-04,BOR,59,eye openness,1
R2-04,BOR,60,eye openness,1
R2-04,BOR,61,eye openness,1
R2-04,BOR,62,eye openness,0.816666666667
R2-04,BOR,63,eye openness,1
R2-04,BOR,64,eye openness,1
R2-04,BOR,65,eye openness,1
R2-04,BOR,66,eye openness,1
R2-04,BOR,67,eye openness,1
R2-04,BOR,68,eye openness,1
R2-04,BOR,69,eye openness,1
R2-04,BOR,70,eye openness,1
R2-04,BOR,71,eye openness,1
R2-04,BOR,72,eye openness,1
R2-04,BOR,73,eye openness,1
R2-04,BOR,74,eye openness,0.766666666667
R2-04,BOR,75,eye openness,1
R2-04,BOR,76,eye openness,0.858333333333
R2-04,BOR,77,eye openness,1
R2-04,BOR,78,eye openness,1
R2-04,BOR,79,eye openness,1
R2-04,BOR,80,eye openness,0.791666666667
R2-04,BOR,81,eye openness,1
R2-04,BOR,82,eye openness,1
R2-04,BOR,83,eye openness,1
R2-04,BOR,84,eye openness,1
R2-04,BOR,85,eye openness,1
R2-04,BOR,86,eye openness,1
R2-04,BOR,87,eye openness,1
R2-04,BOR,88,eye openness,0.875
R2-04,BOR,89,eye openness,1
R2-04,BOR,90,eye openness,0.870833333333
R2-04,BOR,91,eye openness,0.879166666667
R2-04,BOR,92,eye openness,0.8625
R2-04,BOR,93,eye openness,0.6875
R2-04,BOR,94,eye openness,0.683333333333
R2-04,BOR,95,eye openness,0.5375
R2-04,BOR,96,eye openness,0.8125
R2-04,BOR,97,eye openness,1
R2-04,BOR,98,eye openness,1
R2-04,BOR,99,eye openness,0.758333333333
R2-04,BOR,100,eye openness,1
R2-04,BOR,101,eye openness,1
R2-04,BOR,102,eye openness,1
R2-04,BOR,103,eye openness,1
R2-04,BOR,104,eye openness,1
R2-04,BOR,105,eye openness,0.818181818182
R2-04,BOR,106,eye openness,1
R2-04,BOR,107,eye openness,1
R2-04,BOR,108,eye openness,1
R2-04,BOR,109,eye openness,1
R2-04,BOR,110,eye openness,1
R2-04,BOR,111,eye openness,1
R2-04,BOR,112,eye openness,1
R2-04,BOR,113,eye openness,1
R2-04,BOR,114,eye openness,1
R2-04,BOR,115,eye openness,1
R2-04,BOR,116,eye openness,1
R2-04,BOR,117,eye openness,1
R2-04,BOR,118,eye openness,1
R2-04,BOR,119,eye openness,1
R2-04,BOR,120,eye openness,1
R2-04,BOR,121,eye openness,1
R2-04,BOR,122,eye openness,1
R2-04,BOR,123,eye openness,1
R2-04,BOR,124,eye openness,1
R2-04,BOR,125,eye openness,1
R2-04,BOR,126,eye openness,0.783333333333
R2-04,BOR,127,eye openness,1
R2-04,BOR,128,eye openness,1
R2-04,BOR,129,eye openness,1
R2-04,BOR,130,eye openness,1
R2-04,BOR,131,eye openness,0.825
R2-04,BOR,132,eye openness,0.766666666667
R2-04,BOR,133,eye openness,0.775
R2-04,BOR,134,eye openness,1
R2-04,BOR,135,eye openness,1
R2-04,BOR,136,eye openness,1
R2-04,BOR,137,eye openness,1
R2-04,BOR,138,eye openness,1
R2-04,BOR,139,eye openness,1
R2-04,BOR,140,eye openness,1
R2-04,BOR,141,eye openness,1
R2-04,BOR,142,eye openness,1
R2-04,BOR,143,eye openness,0.808333333333
R2-04,BOR,144,eye openness,1
