subject,stimulus,quantity,value,kind
S08,BOR,eye closure,0.576506285219,physiology
S08,CLC,eye closure,0.113405933158,physiology
S08,INT,eye closure,0.10542432196,physiology
S08,BOR,pupil dilation,3.60642993124,physiology
S08,CLC,pupil dilation,3.96997314774,physiology
S08,INT,pupil dilation,3.9934400817,physiology
S08,BOR,cognitive load,0.337761007802,physiology
S08,CLC,cognitive load,0.529423076605,physiology
S08,INT,cognitive load,0.522547153543,physiology
S08,BOR,HR,89.3710446467,physiology
S08,CLC,HR,84.9964157706,physiology
S08,INT,HR,81.75696767,physiology
S08,BOR,gaze deviation variance,0.0078297281665,physiology
S08,CLC,gaze deviation variance,0.00882457296854,physiology
S08,INT,gaze deviation variance,0.0107800887979,physiology
S08,BOR,gaze deviation (per-file baseline),0.102039080024,physiology
S08,CLC,gaze deviation (per-file baseline),0.120049873841,physiology
S08,INT,gaze deviation (per-file baseline),0.170649933602,physiology
S08,BOR,boredom,9,self-report
S08,CLC,boredom,7,self-report
S08,INT,boredom,5,self-report
S08,BOR,engagement,1,self-report
S08,CLC,engagement,3,self-report
S08,INT,engagement,4,self-report
S08,BOR,felt duration (min),25,self-report
S08,CLC,felt duration (min),20,self-report
S08,INT,felt duration (min),15,self-report
