subject,stimulus,t_s,channel,value
S05,BOR,0,eye openness,0.666666666667
S05,BOR,1,eye openness,0.666666666667
S05,BOR,2,eye openness,0.666666666667
S05,BOR,3,eye openness,0.666666666667
S05,BOR,4,eye openness,1
S05,BOR,5,eye openness,0.5
S05,BOR,6,eye openness,1
S05,BOR,7,eye openness,1
S05,BOR,8,eye openness,0.666666666667
S05,BOR,9,eye openness,1
S05,BOR,10,eye openness,1
S05,BOR,11,eye openness,1
S05,BOR,12,eye openness,1
S05,BOR,13,eye openness,1
S05,BOR,14,eye openness,1
S05,BOR,15,eye openness,1
S05,BOR,16,eye openness,0.666666666667
S05,BOR,17,eye openness,0.333333333333
S05,BOR,18,eye openness,1
S05,BOR,19,eye openness,1
S05,BOR,20,eye openness,1
S05,BOR,21,eye openness,0.666666666667
S05,BOR,22,eye openness,1
S05,BOR,23,eye openness,0.666666666667
S05,BOR,24,eye openness,1
S05,BOR,25,eye openness,1
S05,BOR,26,eye openness,0.333333333333
S05,BOR,27,eye openness,0.666666666667
S05,BOR,28,eye openness,0.333333333333
S05,BOR,29,eye openness,1
S05,BOR,30,eye openness,0.333333333333
S05,BOR,31,eye openness,1
S05,BOR,32,eye openness,1
S05,BOR,33,eye openness,1
S05,BOR,34,eye openness,1
S05,BOR,35,eye openness,0.333333333333
S05,BOR,36,eye openness,0.666666666667
S05,BOR,37,eye openness,1
S05,BOR,38,eye openness,1
S05,BOR,39,eye openness,0.666666666667
S05,BOR,40,eye openness,0.666666666667
S05,BOR,41,eye openness,1
S05,BOR,42,eye openness,1
S05,BOR,43,eye openness,1
S05,BOR,44,eye openness,1
S05,BOR,45,eye openness,0.666666666667
S05,BOR,46,eye openness,1
S05,BOR,47,eye openness,0.666666666667
S05,BOR,48,eye openness,1
S05,BOR,49,eye openness,0.666666666667
S05,BOR,50,eye openness,0.666666666667
S05,BOR,51,eye openness,1
S05,BOR,52,eye openness,1
S05,BOR,53,eye openness,0.666666666667
S05,BOR,54,eye openness,0.666666666667
S05,BOR,55,eye openness,1
S05,BOR,56,eye openness,1
S05,BOR,57,eye openness,1
S05,BOR,58,eye openness,1
S05,BOR,59,eye openness,0.666666666667
S05,BOR,60,eye openness,1
S05,BOR,61,eye openness,0.666666666667
S05,BOR,62,eye openness,1
S05,BOR,63,eye openness,0.666666666667
S05,BOR,64,eye openness,1
S05,BOR,65,eye openness,0.666666666667
S05,BOR,66,eye openness,1
S05,BOR,67,eye openness,1
S05,BOR,68,eye openness,0.666666666667
S05,BOR,69,eye openness,1
S05,BOR,70,eye openness,1
S05,BOR,71,eye openness,0.666666666667
S05,BOR,72,eye openness,0.666666666667
S05,BOR,73,eye openness,1
S05,BOR,74,eye openness,0.333333333333
S05,BOR,75,eye openness,1
S05,BOR,76,eye openness,1
S05,BOR,77,eye openness,0.666666666667
S05,BOR,78,eye openness,1
S05,BOR,79,eye openness,1
S05,BOR,80,eye openness,0.666666666667
S05,BOR,81,eye openness,0.666666666667
S05,BOR,82,eye openness,0.666666666667
S05,BOR,83,eye openness,0.666666666667
S05,BOR,84,eye openness,1
S05,BOR,85,eye openness,0.5
S05,BOR,86,eye openness,0.666666666667
S05,BOR,87,eye openness,1
S05,BOR,88,eye openness,0.333333333333
S05,BOR,89,eye openness,0.333333333333
S05,BOR,90,eye openness,1
S05,BOR,91,eye openness,0.666666666667
S05,BOR,92,eye openness,1
S05,BOR,93,eye openness,0.666666666667
S05,BOR,94,eye openness,1
S05,BOR,95,eye openness,0.666666666667
S05,BOR,96,eye openness,1
S05,BOR,97,eye openness,0.666666666667
S05,BOR,98,eye openness,1
S05,BOR,99,eye openness,0.666666666667
S05,BOR,100,eye openness,1
S05,BOR,101,eye openness,1
S05,BOR,102,eye openness,0.666666666667
S05,BOR,103,eye openness,1
S05,BOR,104,eye openness,0.666666666667
S05,BOR,105,eye openness,0.333333333333
S05,BOR,106,eye openness,0.666666666667
S05,BOR,107,eye openness,1
S05,BOR,108,eye openness,0
S05,BOR,109,eye openness,0
S05,BOR,110,eye openness,0
S05,BOR,111,eye openness,0
S05,BOR,112,eye openness,0
S05,BOR,113,eye openness,0
S05,BOR,114,eye openness,0
S05,BOR,115,eye openness,0
S05,BOR,116,eye openness,0
S05,BOR,117,eye openness,0
S05,BOR,118,eye openness,0
S05,BOR,119,eye openness,0
S05,BOR,120,eye openness,0
S05,BOR,121,eye openness,0
S05,BOR,122,eye openness,0
